Z_PK,Z_ENT,Z_OPT,ZHIDEINDISCOVER,ZINDEXFORSEARCH,ZISFAVORITE,ZSEARCHSECTIONHINTRAWVALUE,ZSEARCHSECTIONRAWVALUE,ZSECTIONSORTORDER,ZSORTHINT,ZSORTORDER,ZFEEDSECTION,Z_FOK_FEEDSECTION,ZBOUNDINGENDDATE,ZBOUNDINGSTARTDATE,ZDATESUBMITTED,ZRELEVANTENDDATE,ZRELEVANTRAMPDOWNTIME,ZRELEVANTRAMPUPTIME,ZRELEVANTSTARTDATE,ZSUGGESTIONRELEVANCESCORE,ZCONTENTKINDRAWVALUE,ZLOCALIZEDDESCRIPTION,ZLOCALIZEDTITLE,ZPLUGINPACKAGE,ZSTORYBOARDIDENTIFIER,ZUNIQUEIDENTIFIER,ZVIEWCONTROLLERCLASSNAME,ZUSERDATA
128,4,15,0,1,0,-1,9,99999,0,99999,,,63113904000.0,-63114076800.0,606596769.346753,63113904000.0,0.0,0.0,-63114076800.0,0.0,noData,"An electrocardiogram (ECG or EKG) is a test that records the timing and strength of electrical signals that make the heart beat. By looking at an ECG, a doctor can gain insights about your heart rhythm and look for irregularities.",Electrocardiograms (ECG),com.apple.health.Snippets,,HKDataTypeIdentifierElectrocardiogram,Snippets.SnippetsTileViewController,"b'{""value"":{""type"":""noData""},""identifier"":""HKDataTypeIdentifierElectrocardiogram""}'"
129,4,25,0,1,0,-1,0,99999,0,99999,,,63113904000.0,-63114076800.0,606596769.34418,608702400.0,0.0,0.0,608702400.0,0.0,data,,Weight,com.apple.health.Snippets,,HKQuantityTypeIdentifierBodyMass,Snippets.SnippetsTileViewController,"b'{""value"":{""type"":""statistic"",""value"":{""unitString"":""kg"",""value"":81.647000000000006,""timestamp"":608702400,""forceDayGranularity"":false}},""identifier"":""HKQuantityTypeIdentifierBodyMass""}'"
130,4,15,0,1,0,-1,9,99999,0,99999,,,63113904000.0,-63114076800.0,606596769.347823,63113904000.0,0.0,0.0,-63114076800.0,0.0,noData,"Forced vital capacity, a common measure of lung function, is the total amount of air you exhale during a forced expiratory volume test.",Forced Vital Capacity,com.apple.health.Snippets,,HKQuantityTypeIdentifierForcedVitalCapacity,Snippets.SnippetsTileViewController,"b'{""value"":{""type"":""noData""},""identifier"":""HKQuantityTypeIdentifierForcedVitalCapacity""}'"
131,4,15,0,1,0,-1,9,99999,0,99999,,,63113904000.0,-63114076800.0,606596769.345376,63113904000.0,0.0,0.0,-63114076800.0,0.0,noData,"Protein is critical for your body to function properly. Among other things, proteins create and maintain your muscles, organs, and much of the body’s other tissues. The word protein comes from the Greek word protos, which means “first” or “of prime importance.”

Proteins are made of smaller molecules called amino acids. The body produces most amino acids all by itself, but we must get some of them from our diet. Most foods contain at least some protein; good sources include meat, fish, eggs, dairy products, nuts, seeds, and legumes.",Protein,com.apple.health.Snippets,,HKQuantityTypeIdentifierDietaryProtein,Snippets.SnippetsTileViewController,"b'{""value"":{""type"":""noData""},""identifier"":""HKQuantityTypeIdentifierDietaryProtein""}'"
132,4,15,0,1,0,-1,9,99999,0,99999,,,63113904000.0,-63114076800.0,606596769.347297,63113904000.0,0.0,0.0,-63114076800.0,0.0,noData,"An audiogram displays the results of a pure-tone audiometry test. It shows how loud sounds need to be in order for you to hear them. The result is an average for each ear based on four frequencies (500Hz, 1kHz, 2kHz, 4kHz).

The difference between the decibel level you need and a normal level indicates your level of hearing impairment. If there’s no difference, your hearing is normal. If there’s some or a lot of difference, your hearing is impaired.",Audiogram,com.apple.health.Snippets,,HKDataTypeIdentifierAudiogram,Snippets.SnippetsTileViewController,"b'{""value"":{""type"":""noData""},""identifier"":""HKDataTypeIdentifierAudiogram""}'"
133,4,15,0,1,0,-1,9,99999,0,99999,,,63113904000.0,-63114076800.0,606596769.345654,63113904000.0,0.0,0.0,-63114076800.0,0.0,noData,"Folate is a B vitamin that helps prevent neural tube defects during pregnancy. It’s important for women of childbearing age to get enough of this vitamin. Folate also helps prevent anemia.

Folate occurs naturally in some foods, such as leafy green vegetables, citrus fruits, and dried beans and peas. The synthetic form of folate, known as folic acid, can be found in fortified cereals and supplements.",Folate,com.apple.health.Snippets,,HKQuantityTypeIdentifierDietaryFolate,Snippets.SnippetsTileViewController,"b'{""value"":{""type"":""noData""},""identifier"":""HKQuantityTypeIdentifierDietaryFolate""}'"
134,4,15,0,1,0,-1,9,99999,0,99999,,,63113904000.0,-63114076800.0,606596769.344659,63113904000.0,0.0,0.0,-63114076800.0,0.0,noData,"Peak expiratory flow (PEF), usually expressed as a number of liters of air per minute, is a measure of how rapidly air can flow from your lungs when you exhale forcibly.",Peak Expiratory Flow Rate,com.apple.health.Snippets,,HKQuantityTypeIdentifierPeakExpiratoryFlowRate,Snippets.SnippetsTileViewController,"b'{""value"":{""type"":""noData""},""identifier"":""HKQuantityTypeIdentifierPeakExpiratoryFlowRate""}'"
135,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.044676,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierHeartRate,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierHeartRate"",""generationDate"":606596771.01174796}'"
136,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.044055,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKCategoryTypeIdentifierSleepAnalysis,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKCategoryTypeIdentifierSleepAnalysis"",""generationDate"":606596771.01174796}'"
137,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.043487,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKCorrelationTypeIdentifierBloodPressure,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKCorrelationTypeIdentifierBloodPressure"",""generationDate"":606596771.01174796}'"
138,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.043397,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierBloodGlucose,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierBloodGlucose"",""generationDate"":606596771.01174796}'"
139,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.043606,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierEnvironmentalAudioExposure,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierEnvironmentalAudioExposure"",""generationDate"":606596771.01174796}'"
140,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.043754,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierAppleExerciseTime,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierAppleExerciseTime"",""generationDate"":606596771.01174796}'"
141,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.044518,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierDietaryCaffeine,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierDietaryCaffeine"",""generationDate"":606596771.01174796}'"
142,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.04391,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKCategoryTypeIdentifierAppleStandHour,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKCategoryTypeIdentifierAppleStandHour"",""generationDate"":606596771.01174796}'"
145,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.04396,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierActiveEnergyBurned,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierActiveEnergyBurned"",""generationDate"":606596771.01174796}'"
146,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.043806,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierDietaryWater,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierDietaryWater"",""generationDate"":606596771.01174796}'"
147,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.04354,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierStepCount,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierStepCount"",""generationDate"":606596771.01174796}'"
148,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.043861,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKActivitySummaryTypeIdentifier,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKActivitySummaryTypeIdentifier"",""generationDate"":606596771.01174796}'"
149,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.043689,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierPushCount,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierPushCount"",""generationDate"":606596771.01174796}'"
150,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.044147,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierHeadphoneAudioExposure,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierHeadphoneAudioExposure"",""generationDate"":606596771.01174796}'"
151,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.044751,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKWorkoutTypeIdentifier,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKWorkoutTypeIdentifier"",""generationDate"":606596771.01174796}'"
152,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.044008,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKCategoryTypeIdentifierMindfulSession,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKCategoryTypeIdentifierMindfulSession"",""generationDate"":606596771.01174796}'"
153,4,1,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606596771.0441,,0.0,0.0,,0.0,highlightSearch,,,com.apple.health.Highlights,,HighlightSearchFeedItem_HKQuantityTypeIdentifierDistanceWalkingRunning,Highlights.HighlightSearchTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierDistanceWalkingRunning"",""generationDate"":606596771.01174796}'"
155,4,60,0,1,0,-1,10,3,0,3,170.0,5120.0,63113904000.0,-63114076800.0,606596771.807704,,0.0,0.0,,0.0,promotion,,Register as an Organ Donor,com.apple.health.OrganDonation,OrganDonationTileViewController,OrganDonationCallToAction,,
157,4,59,0,0,0,-1,10,3,0,99999,171.0,5120.0,,,608745910.932971,,0.0,0.0,,0.0,navigation,,,noPlugin,noStoryboard,ShowAllHighlightsDataSourceItem,,
165,4,56,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,606769497.452282,608702400.0,86400.0,0.0,608702400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.Comparison.Suffix-HKQuantityTypeIdentifierDistanceWalkingRunning+Left:MostRecentStatOffset1IntervaloneDayOptioncumulativeSum+Right:MostRecentStatOffset2IntervaloneDayOptioncumulativeSum,Highlights.HighlightTileViewController,"b'{""configuration"":{""type"":{""quantity"":""HKQuantityTypeIdentifierDistanceWalkingRunning""},""right"":{""mostRecentStatistic"":{""option"":""cumulativeSum"",""interval"":""oneDay"",""offset"":2}},""left"":{""mostRecentStatistic"":{""option"":""cumulativeSum"",""interval"":""oneDay"",""offset"":1}}},""generationDate"":608745908.49894202,""rawLeftValue"":{""value"":6007.9128400444897,""unit"":""m""},""rawRightValue"":{""value"":4766.4376336293935,""unit"":""m""}}'"
166,4,77,0,1,0,-1,3,1,0,4,,,63113904000.0,-63114076800.0,606769497.448584,608702400.0,86400.0,0.0,608702400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.Comparison.Suffix-HKQuantityTypeIdentifierStepCount+Left:MostRecentStatOffset1IntervaloneDayOptioncumulativeSum+Right:MostRecentStatOffset2IntervaloneDayOptioncumulativeSum,Highlights.HighlightTileViewController,"b'{""configuration"":{""type"":{""quantity"":""HKQuantityTypeIdentifierStepCount""},""right"":{""mostRecentStatistic"":{""option"":""cumulativeSum"",""interval"":""oneDay"",""offset"":2}},""left"":{""mostRecentStatistic"":{""option"":""cumulativeSum"",""interval"":""oneDay"",""offset"":1}}},""generationDate"":608745907.97165406,""rawLeftValue"":{""value"":7442,""unit"":""count""},""rawRightValue"":{""value"":5970,""unit"":""count""}}'"
168,4,83,0,1,0,-1,3,0,0,0,,,63113904000.0,-63114076800.0,606769497.418833,608788800.0,0.0,0.0,608702400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.SevenDay.Suffix-HKQuantityTypeIdentifierStepCount,Highlights.HighlightTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierStepCount"",""averageValue"":8143.9179339046586,""dayValues"":[{""date"":608140800,""value"":6215.1234736513161},{""date"":608227200,""value"":12398.243822266462},{""date"":608659200,""value"":7442},{""date"":608400000,""value"":3698.2016227039667},{""date"":608313600,""value"":14641.856618710864},{""date"":608572800,""value"":5970},{""date"":608486400,""value"":6642}],""referenceDate"":608745908.52054596,""diagramData"":{""dataGroups"":[[""Content"",{""points"":[[608140800,6215.1234736513161],[608227200,12398.243822266462],[608313600,14641.856618710864],[608400000,3698.2016227039667],[608486400,6642],[608572800,5970],[608659200,7442]]}]],""dataModelSpace"":[[608097600,0],[604800,14641.856618710866]]},""diagramConfig"":{""bar"":{""topColor"":""defaultBarColor"",""axisLineColor"":""defaultAxisColor"",""highlightColor"":""defaultHighlightColor"",""axisText"":""averageAnnotationText"",""width"":""insightWidth"",""axis"":{""horizontal"":{""gridLineWidth"":""defaultWidth"",""majorTickLength"":""zeroLength"",""gridLineColor"":""defaultAxisTickColor"",""labelTextAttributes"":""defaultAxisText"",""axisType"":""defaultDateAxis"",""labelColor"":""defaultAxisColor"",""minorTickLength"":""zeroLength""}},""bottomColor"":""defaultBarColor"",""cornerSize"":""sevenDayCornerSize"",""referenceLineColor"":""defaultHighlightColor"",""baseValue"":0}}}'"
169,4,109,0,1,0,-1,3,2,0,9,,,63113904000.0,-63114076800.0,606769497.43003,608788800.0,0.0,0.0,608702400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.SevenDay.Suffix-HKQuantityTypeIdentifierActiveEnergyBurned,Highlights.HighlightTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierActiveEnergyBurned"",""averageValue"":948.35448608862851,""dayValues"":[{""date"":608486400,""value"":599.02900000000034},{""date"":608400000,""value"":500.37728827879954},{""date"":608227200,""value"":1681},{""date"":608659200,""value"":625.15599999999938},{""date"":608572800,""value"":633.91911434160022},{""date"":608313600,""value"":1621},{""date"":608140800,""value"":978}],""referenceDate"":608745908.52071095,""diagramData"":{""dataGroups"":[[""Content"",{""points"":[[608140800,978],[608227200,1681],[608313600,1621],[608400000,500.37728827879954],[608486400,599.02900000000034],[608572800,633.91911434160022],[608659200,625.15599999999938]]}]],""dataModelSpace"":[[608097600,0],[604800,1681]]},""diagramConfig"":{""bar"":{""topColor"":""defaultBarColor"",""axisLineColor"":""defaultAxisColor"",""highlightColor"":""defaultHighlightColor"",""axisText"":""averageAnnotationText"",""width"":""insightWidth"",""axis"":{""horizontal"":{""gridLineWidth"":""defaultWidth"",""majorTickLength"":""zeroLength"",""gridLineColor"":""defaultAxisTickColor"",""labelTextAttributes"":""defaultAxisText"",""axisType"":""defaultDateAxis"",""labelColor"":""defaultAxisColor"",""minorTickLength"":""zeroLength""}},""bottomColor"":""defaultBarColor"",""cornerSize"":""sevenDayCornerSize"",""referenceLineColor"":""defaultHighlightColor"",""baseValue"":0}}}'"
171,4,90,0,1,0,-1,3,0,0,8,,,63113904000.0,-63114076800.0,606769497.422351,608788800.0,0.0,0.0,608702400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.SevenDay.Suffix-HKQuantityTypeIdentifierDistanceWalkingRunning,Highlights.HighlightTileViewController,"b'{""objectTypeIdentifier"":""HKQuantityTypeIdentifierDistanceWalkingRunning"",""averageValue"":6392.0995258670564,""dayValues"":[{""date"":608486400,""value"":5423.5833522011526},{""date"":608572800,""value"":4766.4376336293935},{""date"":608140800,""value"":4566.0478371277459},{""date"":608659200,""value"":6007.9128400444897},{""date"":608313600,""value"":10689.517577561131},{""date"":608400000,""value"":2843.0622359313415},{""date"":608227200,""value"":10448.135204574135}],""referenceDate"":608745908.52060401,""diagramData"":{""dataGroups"":[[""Content"",{""points"":[[608140800,4566.0478371277459],[608227200,10448.135204574135],[608313600,10689.517577561131],[608400000,2843.0622359313415],[608486400,5423.5833522011526],[608572800,4766.4376336293935],[608659200,6007.9128400444897]]}]],""dataModelSpace"":[[608097600,0],[604800,10689.517577561131]]},""diagramConfig"":{""bar"":{""topColor"":""defaultBarColor"",""axisLineColor"":""defaultAxisColor"",""highlightColor"":""defaultHighlightColor"",""axisText"":""averageAnnotationText"",""width"":""insightWidth"",""axis"":{""horizontal"":{""gridLineWidth"":""defaultWidth"",""majorTickLength"":""zeroLength"",""gridLineColor"":""defaultAxisTickColor"",""labelTextAttributes"":""defaultAxisText"",""axisType"":""defaultDateAxis"",""labelColor"":""defaultAxisColor"",""minorTickLength"":""zeroLength""}},""bottomColor"":""defaultBarColor"",""cornerSize"":""sevenDayCornerSize"",""referenceLineColor"":""defaultHighlightColor"",""baseValue"":0}}}'"
