id,startTime,activityType,isStanding,mets,natalies,basalNatalies,overrideSet,truthMets,sessionUUID
21830,608140407.7732753,0,0,0.9232040643692017,29787528,29359444,0,0.9232040643692017,
21831,608140425.6953796,1,0,0.9232041239738464,29787903,29359819,0,0.9232041239738464,
21832,608140469.3673977,0,0,0.9232040643692017,29788817,29360733,0,0.9232040643692017,
21833,608140479.6105436,2,0,0.9232041239738464,29789031,29360947,0,0.9232041239738464,
21834,608140543.6178571,0,0,0.9232040643692017,29790371,29362287,0,0.9232040643692017,
21835,608140553.8610276,1,0,0.9232041239738464,29790585,29362501,0,0.9232041239738464,
21836,608140564.1039546,1,0,0.9232041239738464,29790799,29362715,0,0.9232041239738464,
21837,608141222.0642285,0,0,0.9232040643692017,29804575,29376491,0,0.9232040643692017,
21838,608141239.9862592,1,0,0.9232041239738464,29804950,29376866,0,0.9232041239738464,
21839,608141463.5275663,0,0,0.9232040643692017,29809630,29381546,0,0.9232040643692017,
21840,608141473.7686328,1,0,0.9232041239738464,29809844,29381760,0,0.9232041239738464,
21841,608141524.982835,0,0,0.9232040643692017,29810916,29382832,0,0.9232040643692017,
21842,608141535.2256893,1,0,0.9232041239738464,29811130,29383046,0,0.9232041239738464,
21843,608141878.8044983,0,0,0.9232040643692017,29818323,29390239,0,0.9232040643692017,
21844,608141897.6858602,1,0,0.9232041239738464,29818718,29390634,0,0.9232041239738464,
21845,608142077.6604875,0,0,0.9232040643692017,29822486,29394402,0,0.9232040643692017,
21846,608142087.9038328,1,0,0.9232041239738464,29822700,29394616,0,0.9232041239738464,
21847,608142295.994668,0,0,0.9232040643692017,29827057,29398973,0,0.9232040643692017,
21848,608142306.2376422,1,0,0.9232041239738464,29827271,29399187,0,0.9232041239738464,
21849,608142316.4808162,0,0,0.9232040643692017,29827485,29399401,0,0.9232040643692017,
21850,608142326.7232463,1,0,0.9232041239738464,29827699,29399615,0,0.9232041239738464,
21851,608143100.7473768,0,0,0.9232040643692017,29843905,29415821,0,0.9232040643692017,
21852,608143110.992512,1,0,0.9232041239738464,29844119,29416035,0,0.9232041239738464,
21853,608143644.4892786,0,0,0.9232040643692017,29855289,29427205,0,0.9232040643692017,
21854,608143661.1243312,1,0,1.068056583404541,29855691,29427553,0,2.049595594406128,
21855,608145020.6510373,0,0,0.9232040643692017,29884156,29456018,0,0.9232040643692017,
21856,608145030.8941792,1,0,0.9232041239738464,29884370,29456232,0,0.9232041239738464,
21857,608145043.6943913,0,0,0.9232040643692017,29884638,29456500,0,0.9232040643692017,
21858,608145053.9375217,1,0,0.9232041239738464,29884852,29456714,0,0.9232041239738464,
21859,608145136.0699469,0,0,0.9232040643692017,29886571,29458433,0,0.9232040643692017,
21860,608145146.3550234,1,0,0.9232041239738464,29886786,29458648,0,0.9232041239738464,
21861,608146122.1779413,0,0,0.9232040643692017,29907217,29479079,0,0.9232040643692017,
21862,608146132.7833183,1,0,0.9232041239738464,29907439,29479301,0,0.9232041239738464,
21863,608146447.5047476,0,0,0.9232040643692017,29914028,29485890,0,0.9232040643692017,
21864,608146465.4588473,1,0,0.9232041239738464,29914403,29486265,0,0.9232041239738464,
21865,608146843.4751619,0,0,0.9232040643692017,29922317,29494179,0,0.9232040643692017,
21866,608146853.7596132,1,0,0.9232041239738464,29922532,29494394,0,0.9232041239738464,
21867,608146894.9029987,0,0,0.9232040643692017,29923393,29495255,0,0.9232040643692017,
21868,608146905.1903665,1,0,0.9232041239738464,29923608,29495470,0,0.9232041239738464,
21869,608147378.3086159,0,0,0.9232040643692017,29933514,29505376,0,0.9232040643692017,
