Z_PK,Z_ENT,Z_OPT,ZCHANNEL,ZRSSI,ZFINGERPRINT,ZAGE,ZDATE,ZMAC
26477,22,1,6,0,647,5.478,608403159.15836,7c:db:98:c2:30:33
26478,22,1,1,-50,647,6.268,608403158.368297,f8:bb:bf:1e:fa:e9
26479,22,1,157,-84,647,3.421,608403161.215237,b6:fb:e4:19:90:d
26480,22,1,1,-84,647,6.273,608403158.363245,48:0:33:9f:15:5b
26481,22,1,1,-50,647,6.268,608403158.368293,f8:bb:bf:1e:fa:e3
26482,22,1,6,0,647,5.344,608403159.292372,f4:6b:ef:48:d3:96
26483,22,1,6,0,647,5.368,608403159.268376,3c:17:10:9e:1:16
26484,22,1,6,0,647,25.384,608403139.2523371,d8:32:14:bd:2e:41
26485,22,1,1,-79,647,6.255,608403158.381249,80:da:13:72:52:63
26486,22,1,40,-86,647,24.14,608403140.496233,76:83:c2:17:fd:93
26487,22,1,157,-89,647,3.403,608403161.233205,3c:17:10:9e:1:17
26488,22,1,1,0,647,6.277,608403158.359328,80:da:13:72:e8:e9
26489,22,1,1,0,647,6.277,608403158.359349,80:da:13:72:e8:ef
26490,22,1,2,0,647,6.095,608403158.541368,d8:d:17:c:db:2d
26491,22,1,1,-53,647,6.298,608403158.338281,f8:bb:bf:90:a8:f5
26492,22,1,6,-68,647,5.295,608403159.3412731,b6:fb:e4:19:90:c
26493,22,1,1,-79,647,6.255,608403158.381253,80:da:13:72:52:69
26494,22,1,44,-93,647,4.166,608403160.47017,b8:66:85:53:d3:7
26495,22,1,36,-90,647,4.49,608403160.146193,80:da:13:72:e8:e5
26496,22,1,11,-74,647,24.481,608403140.1552571,d8:d7:75:b6:28:8
26497,22,1,157,-84,647,3.425,608403161.211241,b4:fb:e4:29:90:d
26498,22,1,36,-89,647,4.459,608403160.177209,80:da:13:72:52:65
26499,22,1,48,-73,647,3.997,608403160.6392651,f8:bb:bf:90:a8:f2
26500,22,1,1,-52,647,0.123,608403164.513289,f8:bb:bf:1e:fa:ef
26501,22,1,6,0,647,5.486,608403159.150364,54:83:3a:a5:8b:78
26502,22,1,48,-92,647,23.877,608403140.7591801,d8:d7:75:b6:28:9
26503,22,1,48,-88,647,3.949,608403160.687217,f8:bb:bf:8d:b9:c6
26504,22,1,48,-54,647,3.905,608403160.73132,f8:bb:bf:1e:fa:e5
26505,22,1,36,-87,647,24.325,608403140.311229,80:da:13:72:52:6b
26506,22,1,6,0,647,5.597,608403159.039324,28:9e:fc:83:aa:6
26507,22,1,161,-57,647,3.287,608403161.3493121,f8:bb:bf:1e:fa:ea
26508,22,1,9,0,647,4.965,608403159.671356,58:ef:68:25:35:33
26509,22,1,6,-68,647,0.198,608403247.9212431,b6:fb:e4:19:90:c
26510,22,1,1,-53,647,0.689,608403247.4302549,f8:bb:bf:90:a8:f5
26511,22,1,1,-53,647,0.689,608403247.430266,f8:bb:bf:90:a8:f9
26512,22,1,1,0,647,0.753,608403247.366294,b4:2a:e:14:3b:18
26513,22,1,6,0,647,0.204,608403247.915277,b4:fb:e4:29:90:c
26514,22,1,1,-79,647,0.746,608403247.373232,80:da:13:72:52:69
26515,22,1,6,0,647,0.271,608403247.848305,3c:17:10:9e:1:16
26516,22,1,6,0,647,0.246,608403247.873299,f4:6b:ef:48:d3:96
26517,22,1,6,0,647,0.204,608403247.915283,b8:66:85:53:d3:6
26518,22,1,1,-53,647,0.689,608403247.43026,f8:bb:bf:90:a8:f1
26519,22,1,1,-82,647,0.721,608403247.3982201,80:da:13:6e:76:83
26520,22,1,6,0,647,0.195,608403247.924271,28:9e:fc:83:aa:6
26521,22,1,1,-82,647,0.721,608403247.398213,80:da:13:6e:76:8f
26522,22,1,1,0,647,0.675,608403247.444288,c:51:1:e3:e4:e0
26523,22,1,1,-79,647,0.746,608403247.3732259,80:da:13:72:52:63
26524,22,1,1,-87,647,0.766,608403247.3532029,48:0:33:9f:15:5b
26525,22,1,1,-54,647,0.689,608403247.430249,f8:bb:bf:90:a8:f3
26526,22,1,1,-78,647,0.746,608403247.373238,80:da:13:72:52:66
26527,22,1,1,0,647,0.617,608403268.9953411,f8:bb:bf:8d:b9:c5
26528,22,1,1,-79,647,0.633,608403268.9792889,80:da:13:72:52:69
26529,22,1,6,0,647,0.191,608403269.421421,b8:66:85:53:d3:6
26530,22,1,6,0,647,21.737,608403247.8754361,f4:6b:ef:48:d3:96
26531,22,1,1,-79,647,0.633,608403268.979279,80:da:13:72:52:63
26532,22,1,6,0,647,21.686,608403247.92633,28:9e:fc:83:aa:6
26533,22,1,1,0,647,0.647,608403268.9653671,f8:bb:bf:1e:fa:e9
26534,22,1,6,0,647,21.762,608403247.850442,3c:17:10:9e:1:16
26535,22,1,1,0,647,0.656,608403268.956373,80:da:13:72:e8:e6
26536,22,1,1,0,647,0.616,608403268.9964039,f8:bb:bf:8d:b9:c9
26537,22,1,11,0,647,0.107,608403269.505335,74:83:c2:77:fd:92
26538,22,1,1,-53,647,0.676,608403268.936319,f8:bb:bf:90:a8:f1
26539,22,1,1,0,647,0.656,608403268.956383,80:da:13:72:e8:e3
26540,22,1,1,-78,647,0.633,608403268.979296,80:da:13:72:52:66
26541,22,1,1,0,647,0.633,608403268.979346,80:da:13:72:52:6f
26542,22,1,1,-82,647,22.212,608403247.399974,80:da:13:6e:76:8f
26543,22,1,1,0,647,0.659,608403268.953388,d8:32:14:a6:d3:b1
26544,22,1,1,0,647,22.166,608403247.446426,c:51:1:e3:e4:e0
26545,22,1,1,0,647,0.695,608403268.9173939,82:ce:62:71:b6:a1
26546,22,1,1,0,647,0.617,608403268.99541,f8:bb:bf:8d:b9:c1
26547,22,1,1,0,647,0.637,608403268.9754311,b4:2a:e:14:3b:18
26548,22,1,1,-87,647,22.257,608403247.3549631,48:0:33:9f:15:5b
26549,22,1,1,0,647,0.646,608403268.966357,f8:bb:bf:1e:fa:ef
26550,22,1,6,-68,647,21.689,608403247.9233019,b6:fb:e4:19:90:c
26551,22,1,1,-82,647,22.212,608403247.39998,80:da:13:6e:76:83
26552,22,1,1,0,647,0.656,608403268.956378,80:da:13:72:e8:ef
26553,22,1,1,0,647,0.616,608403268.9963989,f8:bb:bf:8d:b9:c3
26554,22,1,1,0,647,0.646,608403268.966352,f8:bb:bf:1e:fa:e6
26555,22,1,1,0,647,0.647,608403268.9653621,f8:bb:bf:1e:fa:e3
26556,22,1,1,-53,647,22.18,608403247.432314,f8:bb:bf:90:a8:f5
26557,22,1,1,-53,647,22.18,608403247.432325,f8:bb:bf:90:a8:f9
26558,22,1,1,-54,647,22.18,608403247.4323081,f8:bb:bf:90:a8:f3
26559,22,1,6,0,647,21.695,608403247.9174149,b4:fb:e4:29:90:c
26560,22,1,157,-87,649,7.655,608404106.203298,3c:17:10:9e:1:17
26561,22,1,1,-78,649,7.436,608404106.422331,80:da:13:72:52:66
26562,22,1,48,-70,649,8.459,608404105.399376,f8:bb:bf:90:a8:f2
26563,22,1,1,-74,649,7.414,608404106.444353,80:da:13:6e:76:8f
26564,22,1,3,-88,649,6.758,608404107.100275,b0:39:56:22:c1:b
26565,22,1,48,-71,649,8.459,608404105.39937,f8:bb:bf:90:a8:f6
26566,22,1,48,-88,649,8.409,608404105.4492869,f8:bb:bf:8d:b9:c6
26567,22,1,157,-79,649,7.575,608404106.283325,b4:fb:e4:29:90:d
26568,22,1,3,-82,649,6.621,608404107.2373029,a0:63:91:86:2b:77
26569,22,1,1,-49,649,7.352,608404106.506409,f8:bb:bf:1e:fa:ef
26570,22,1,1,-49,649,7.352,608404106.50642,f8:bb:bf:1e:fa:e9
26571,22,1,48,-88,649,8.409,608404105.449281,f8:bb:bf:8d:b9:c2
26572,22,1,157,-79,649,7.571,608404106.2873191,b6:fb:e4:19:90:d
26573,22,1,11,0,649,0.245,608404113.613443,ac:3b:77:f:b8:20
26574,22,1,161,-65,649,9.49,608404104.368381,f8:bb:bf:1e:fa:e4
26575,22,1,1,-77,649,7.437,608404106.421348,80:da:13:72:52:69
26576,22,1,1,-80,649,7.414,608404106.444314,80:da:13:6e:76:83
26577,22,1,1,-58,649,7.391,608404106.4673979,82:ce:62:71:b6:a1
26578,22,1,6,-77,649,5.658,608404108.200342,b6:fb:e4:19:90:c
26579,22,1,1,-49,649,7.352,608404106.506415,f8:bb:bf:1e:fa:e3
26580,22,1,6,0,649,6.211,608404107.647472,f4:6b:ef:48:d3:96
26581,22,1,48,-59,649,8.466,608404105.3924321,f8:bb:bf:1e:fa:e5
26582,22,1,44,-88,649,8.633,608404105.225292,b8:66:85:53:d3:7
26583,22,1,11,0,649,0.265,608404113.593449,d8:d7:75:b6:28:8
26584,22,1,6,0,649,5.733,608404108.125461,7c:db:98:c2:30:33
26585,22,1,1,-61,649,7.38,608404106.478392,f8:bb:bf:90:a8:f1
26586,22,1,48,-91,649,8.464,608404105.394264,d8:d7:75:b6:28:9
26587,22,1,48,-59,649,8.466,608404105.392437,f8:bb:bf:1e:fa:eb
26588,22,1,6,0,649,6.155,608404107.703466,54:83:3a:a5:8b:78
26589,22,1,1,-80,649,7.414,608404106.444309,80:da:13:6e:76:89
26590,22,1,1,-72,649,7.422,608404106.436365,f8:bb:bf:8d:b9:c1
26591,22,1,161,-64,649,9.49,608404104.368426,f8:bb:bf:1e:fa:ea
26592,22,1,1,-49,649,7.351,608404106.5074041,f8:bb:bf:1e:fa:e6
26593,22,1,6,0,649,5.651,608404108.2074549,28:9e:fc:83:aa:6
26594,22,1,1,-72,649,7.422,608404106.4363589,f8:bb:bf:8d:b9:c5
26595,22,1,1,-61,649,7.381,608404106.477386,f8:bb:bf:90:a8:f5
26596,22,1,1,-78,649,7.437,608404106.4213359,80:da:13:72:52:63
26597,22,1,11,-88,649,0.019,608404373.930141,84:a1:d1:7d:13:a8
26598,22,1,6,-84,649,0.38,608404373.569186,f4:6b:ef:48:d3:96
26599,22,1,6,0,649,0.416,608404373.533303,7c:db:98:c2:30:33
26600,22,1,6,-82,649,0.445,608404373.5041909,b6:fb:e4:19:90:c
26601,22,1,1,-63,649,0.57,608404373.3792549,f8:bb:bf:8d:b9:c9
26602,22,1,1,-64,649,0.57,608404373.3792449,f8:bb:bf:8d:b9:c5
26603,22,1,1,-79,649,0.511,608404373.4382069,80:da:13:72:e8:e9
26604,22,1,6,-74,649,0.451,608404373.498229,b4:fb:e4:29:90:c
26605,22,1,1,-43,649,0.5,608404373.449282,f8:bb:bf:1e:fa:e6
26606,22,1,1,-72,649,0.569,608404373.38024,f8:bb:bf:8d:b9:c3
26607,22,1,1,-86,649,0.564,608404373.385147,80:da:13:6e:76:8f
26608,22,1,1,-79,649,0.612,608404373.337218,80:da:13:72:e8:ef
26609,22,1,1,-42,649,0.501,608404373.448298,f8:bb:bf:1e:fa:e3
26610,22,1,1,-86,649,0.564,608404373.385159,80:da:13:6e:76:83
26611,22,1,11,-84,649,0.048,608404373.901175,ac:3b:77:f:b8:20
26612,22,1,1,-89,649,0.564,608404373.385129,80:da:13:6e:76:89
26613,22,1,1,-80,649,0.588,608404373.361197,80:da:13:72:52:69
26614,22,1,1,-63,649,0.57,608404373.3792499,f8:bb:bf:8d:b9:c1
26615,22,1,1,-54,649,0.53,608404373.419271,f8:bb:bf:90:a8:f1
26616,22,1,1,-80,649,0.511,608404373.4382019,80:da:13:72:e8:e3
26617,22,1,1,-54,649,0.529,608404373.420277,f8:bb:bf:90:a8:f3
26618,22,1,1,-43,649,0.501,608404373.448287,f8:bb:bf:1e:fa:ef
26619,22,1,1,-55,649,0.529,608404373.4202659,f8:bb:bf:90:a8:f9
26620,22,1,11,-85,649,0.058,608404373.89117,74:83:c2:77:fd:92
26621,22,1,6,-84,649,0.436,608404373.51318,28:9e:fc:83:aa:6
26622,22,1,1,-85,649,0.594,608404373.355165,48:0:33:9f:15:5b
26623,22,1,1,-79,649,0.612,608404373.337213,80:da:13:72:e8:e6
26624,22,1,6,-74,649,0.455,608404373.494234,b8:66:85:53:d3:6
26625,22,1,1,-86,649,0.563,608404373.386153,80:da:13:6e:76:86
26626,22,1,1,-77,649,0.587,608404373.362223,80:da:13:72:52:66
26627,22,1,1,-43,649,0.501,608404373.4482919,f8:bb:bf:1e:fa:e9
26628,22,1,1,-55,649,0.53,608404373.419261,f8:bb:bf:90:a8:f5
26629,22,1,11,-78,652,3.153,608407825.815866,d8:d7:75:b6:28:8
26630,22,1,48,-88,652,5.476,608407823.4928011,f8:bb:bf:8d:b9:c2
26631,22,1,6,-70,652,4.0,608407824.968888,7c:db:98:c2:30:33
26632,22,1,6,-79,652,3.974,608407824.9948341,b8:66:85:53:d3:6
26633,22,1,1,-53,652,4.854,608407824.1149241,82:ce:62:71:b6:a1
26634,22,1,1,-79,652,4.817,608407824.15185,80:da:13:72:52:69
26635,22,1,48,-58,652,5.525,608407823.443945,f8:bb:bf:1e:fa:eb
26636,22,1,48,-73,652,5.533,608407823.435877,f8:bb:bf:90:a8:f6
26637,22,1,11,-80,652,3.143,608407825.825829,b6:7c:9c:2f:21:e
26638,22,1,6,-78,652,3.955,608407825.013861,b4:fb:e4:29:90:c
26639,22,1,48,-58,652,5.525,608407823.44394,f8:bb:bf:1e:fa:e5
26640,22,1,1,-58,652,4.864,608407824.1049091,f8:bb:bf:90:a8:f5
26641,22,1,157,-82,652,5.035,608407823.9338241,b6:fb:e4:19:90:d
26642,22,1,1,-68,652,4.795,608407824.1738981,f8:bb:bf:8d:b9:c1
26643,22,1,40,-88,652,5.909,608407823.059807,7c:db:98:c2:30:34
26644,22,1,1,-77,652,4.817,608407824.1518719,80:da:13:72:52:63
26645,22,1,48,-73,652,5.533,608407823.435883,f8:bb:bf:90:a8:f2
26646,22,1,40,-87,652,5.904,608407823.064812,76:83:c2:17:fd:93
26647,22,1,161,-63,652,6.363,608407822.60593,f8:bb:bf:1e:fa:e4
26648,22,1,1,-79,652,4.817,608407824.151845,80:da:13:72:52:6f
26649,22,1,1,-58,652,4.864,608407824.1049141,f8:bb:bf:90:a8:f1
26650,22,1,1,-57,652,4.863,608407824.105919,f8:bb:bf:90:a8:f3
26651,22,1,1,-78,652,4.816,608407824.152856,80:da:13:72:52:66
26652,22,1,6,-79,652,3.95,608407825.01884,b6:fb:e4:19:90:c
26653,22,1,161,-63,652,6.363,608407822.605935,f8:bb:bf:1e:fa:ea
26654,22,1,48,-90,652,5.5,608407823.468784,d8:d7:75:b6:28:9
26655,22,1,1,-70,652,4.795,608407824.1738931,f8:bb:bf:8d:b9:c5
26656,22,1,1,-58,652,4.864,608407824.104904,f8:bb:bf:90:a8:f9
26657,22,1,6,-84,652,4.0,608407824.968818,b6:7c:9c:26:a7:f0
26658,22,1,48,-89,652,5.476,608407823.492795,f8:bb:bf:8d:b9:c6
26659,22,1,1,-62,654,4.852,608408780.061852,f8:bb:bf:8d:b9:c1
26660,22,1,1,-82,654,4.863,608408780.0507799,80:da:13:6e:76:83
26661,22,1,48,-68,654,5.478,608408779.4358269,f8:bb:bf:1e:fa:e5
26662,22,1,1,-46,654,4.796,608408780.117888,f8:bb:bf:1e:fa:ef
26663,22,1,161,-65,654,6.32,608408778.5938419,f8:bb:bf:1e:fa:e4
26664,22,1,6,-74,654,3.8,608408781.1138171,b6:fb:e4:19:90:c
26665,22,1,1,-79,654,4.805,608408780.108791,80:da:13:72:e8:e3
26666,22,1,48,-68,654,5.478,608408779.435822,f8:bb:bf:1e:fa:eb
26667,22,1,157,-88,654,4.987,608408779.926759,b6:fb:e4:19:90:d
26668,22,1,11,0,654,3.171,608408781.742899,ac:3b:77:f:b8:20
26669,22,1,1,-84,654,4.863,608408780.0507699,80:da:13:6e:76:8f
26670,22,1,11,-79,654,3.097,608408781.816801,76:83:c2:17:fd:92
26671,22,1,1,-46,654,4.796,608408780.117893,f8:bb:bf:1e:fa:e9
26672,22,1,161,-65,654,6.32,608408778.5938469,f8:bb:bf:1e:fa:ea
26673,22,1,153,-84,654,6.342,608408778.571775,9c:3d:cf:89:6e:7e
26674,22,1,1,-47,654,4.795,608408780.118883,f8:bb:bf:1e:fa:e6
26675,22,1,6,-74,654,4.011,608408780.902812,b4:fb:e4:29:90:c
26676,22,1,1,-77,654,4.875,608408780.038806,80:da:13:72:52:69
26677,22,1,1,-61,654,4.82,608408780.0938679,f8:bb:bf:90:a8:f5
26678,22,1,6,-79,654,3.949,608408780.964796,7c:db:98:c2:30:33
26679,22,1,6,-89,654,4.008,608408780.905754,f4:6b:ef:48:d3:96
26680,22,1,6,-80,654,3.958,608408780.9557861,3c:17:10:9e:1:16
26681,22,1,1,-61,654,4.82,608408780.0938629,f8:bb:bf:90:a8:f1
26682,22,1,48,-89,654,5.532,608408779.3817481,f8:bb:bf:8d:b9:c2
26683,22,1,48,-65,654,5.49,608408779.423837,f8:bb:bf:90:a8:f2
26684,22,1,157,-91,654,4.967,608408779.94673,3c:17:10:9e:1:17
26685,22,1,1,-62,654,4.852,608408780.061857,f8:bb:bf:8d:b9:c5
26686,22,1,1,-47,654,4.796,608408780.117878,f8:bb:bf:1e:fa:e3
26687,22,1,3,-85,654,4.47,608408780.4437649,b0:39:56:22:c1:b
26688,22,1,48,-66,654,5.49,608408779.4238319,f8:bb:bf:90:a8:f6
26689,22,1,1,-57,654,4.804,608408780.1098729,82:ce:62:71:b6:a1
26690,22,1,48,-90,654,5.532,608408779.3817431,f8:bb:bf:8d:b9:c6
26691,22,1,1,-43,654,0.15,608408980.3128021,f8:bb:bf:1e:fa:ef
26692,22,1,6,-79,654,0.17,608408980.292682,b6:fb:e4:19:90:c
26693,22,1,1,-75,654,0.308,608408980.154746,f8:bb:bf:8d:b9:c3
26694,22,1,1,-45,654,0.355,608408980.1077859,f8:bb:bf:1e:fa:e6
26695,22,1,1,-63,654,0.379,608408980.0837711,f8:bb:bf:90:a8:f3
26696,22,1,1,-44,654,0.356,608408980.106794,f8:bb:bf:1e:fa:e9
26697,22,1,1,-78,654,0.331,608408980.131713,80:da:13:72:52:6f
26698,22,1,1,-64,654,0.38,608408980.082762,f8:bb:bf:90:a8:f1
26699,22,1,1,-75,654,0.308,608408980.1547301,f8:bb:bf:8d:b9:c9
26700,22,1,1,-78,654,0.331,608408980.131722,80:da:13:72:52:63
26701,22,1,1,-78,654,0.331,608408980.131705,80:da:13:72:52:66
26702,22,1,1,-75,654,0.309,608408980.153754,f8:bb:bf:8d:b9:c5
26703,22,1,1,-53,654,0.362,608408980.100779,82:ce:62:71:b6:a1
26704,22,1,1,-75,654,0.308,608408980.1547381,f8:bb:bf:8d:b9:c1
26705,22,1,1,-78,654,0.331,608408980.131696,80:da:13:72:52:69
26706,22,1,3,-75,654,1.236,608408980.900027,a0:63:91:86:2b:77
26707,22,1,5,-89,654,1.055,608408981.081006,7c:db:98:bb:88:d0
26708,22,1,48,-70,656,0.057,608411029.503701,f8:bb:bf:90:a8:f2
26709,22,1,48,-70,656,0.057,608411029.503704,f8:bb:bf:90:a8:f6
26710,22,1,48,-60,656,0.036,608411029.524715,f8:bb:bf:1e:fa:e5
26711,22,1,48,-60,656,0.035,608411029.525712,f8:bb:bf:1e:fa:e8
26712,22,1,48,-89,656,0.095,608411029.465695,f8:bb:bf:8d:b9:c2
26713,22,1,48,-88,656,0.098,608411029.4626989,d8:d7:75:b6:28:9
26714,22,1,48,-61,656,0.036,608411029.524707,f8:bb:bf:1e:fa:eb
26715,22,1,48,-91,656,0.095,608411029.46569,f8:bb:bf:8d:b9:c6
26716,22,1,48,-60,656,0.036,608411029.5247099,f8:bb:bf:1e:fa:f1
26717,22,1,6,0,656,0.112,608411029.851493,7c:db:98:c2:30:33
26718,22,1,1,0,656,0.276,608411029.687531,80:da:13:72:e8:e3
26719,22,1,1,-59,656,0.289,608411029.6744859,f8:bb:bf:90:a8:f9
26720,22,1,1,0,656,0.239,608411029.724503,80:da:13:72:52:63
26721,22,1,11,0,656,0.099,608411029.8644891,74:83:c2:77:fd:92
26722,22,1,6,0,656,0.19,608411029.7734989,b4:fb:e4:29:90:c
26723,22,1,1,0,656,0.239,608411029.724506,80:da:13:72:52:69
26724,22,1,1,0,656,0.276,608411029.687534,80:da:13:72:e8:e9
26725,22,1,1,0,656,0.337,608411029.6265529,80:da:13:6e:76:86
26726,22,1,1,0,656,0.267,608411029.6965181,f8:bb:bf:1e:fa:e3
26727,22,1,1,0,656,0.267,608411029.6965151,f8:bb:bf:1e:fa:ef
26728,22,1,1,-85,656,0.338,608411029.6254749,80:da:13:6e:76:89
26729,22,1,1,-78,656,0.238,608411029.725482,80:da:13:72:52:66
26730,22,1,1,0,656,0.316,608411029.64754,f8:bb:bf:8d:b9:c3
26731,22,1,1,0,656,0.317,608411029.646549,f8:bb:bf:8d:b9:c5
26732,22,1,1,0,656,0.316,608411029.6475431,f8:bb:bf:8d:b9:c9
26733,22,1,1,0,656,0.275,608411029.6885251,80:da:13:72:e8:e6
26734,22,1,6,0,656,0.184,608411029.779496,b6:fb:e4:19:90:c
26735,22,1,1,0,656,0.276,608411029.687528,80:da:13:72:e8:ef
26736,22,1,1,0,656,0.268,608411029.695521,f8:bb:bf:1e:fa:e9
26737,22,1,1,0,656,0.29,608411029.673537,f8:bb:bf:90:a8:f5
26738,22,1,1,0,656,0.26,608411029.703509,82:ce:62:71:b6:a1
26739,22,1,1,0,656,0.317,608411029.646546,f8:bb:bf:8d:b9:c1
26740,22,1,1,0,656,0.337,608411029.626556,80:da:13:6e:76:83
26741,22,1,1,0,656,0.267,608411029.696512,f8:bb:bf:1e:fa:e6
26742,22,1,1,-85,656,6.135,608411029.611442,80:da:13:6e:76:89
26743,22,1,1,0,656,0.022,608411035.7244581,f8:bb:bf:1e:fa:e6
26744,22,1,1,0,656,0.023,608411035.723466,f8:bb:bf:1e:fa:e9
26745,22,1,1,0,656,6.134,608411029.612488,80:da:13:6e:76:83
26746,22,1,1,0,656,6.036,608411029.7104499,80:da:13:72:52:63
26747,22,1,1,0,656,0.017,608411035.7294561,82:ce:62:71:b6:a1
26748,22,1,1,0,656,0.022,608411035.7244611,f8:bb:bf:1e:fa:ef
26749,22,1,1,0,656,6.114,608411029.632485,f8:bb:bf:8d:b9:c5
26750,22,1,1,0,656,0.031,608411035.715469,80:da:13:72:e8:e6
26751,22,1,1,0,656,6.036,608411029.710453,80:da:13:72:52:69
26752,22,1,1,0,656,0.031,608411035.715471,80:da:13:72:e8:ef
26753,22,1,1,0,656,6.073,608411029.673477,80:da:13:72:e8:e9
26754,22,1,1,0,656,0.023,608411035.7234629,f8:bb:bf:1e:fa:e3
26755,22,1,1,0,656,6.113,608411029.633482,f8:bb:bf:8d:b9:c1
26756,22,1,1,0,656,6.087,608411029.65948,f8:bb:bf:90:a8:f5
26757,22,1,1,0,656,0.031,608411035.715474,80:da:13:72:e8:e3
26758,22,1,6,-85,656,0.281,608411074.725188,3c:17:10:9e:1:16
26759,22,1,1,-79,656,0.424,608411074.5821999,80:da:13:72:e8:e9
26760,22,1,1,-52,656,0.414,608411074.592215,f8:bb:bf:1e:fa:ef
26761,22,1,11,0,656,0.034,608411074.972288,76:83:c2:17:fd:92
26762,22,1,1,-52,656,0.415,608411074.59122,f8:bb:bf:1e:fa:e9
26763,22,1,1,0,656,0.361,608411074.6452911,f8:bb:bf:8d:b9:c5
26764,22,1,1,-77,656,0.361,608411074.6452091,f8:bb:bf:8d:b9:c9
26765,22,1,1,0,656,0.436,608411074.570237,f8:bb:bf:90:a8:f3
26766,22,1,6,0,656,0.233,608411074.7732259,b4:fb:e4:29:90:c
26767,22,1,1,0,656,0.437,608411074.5692309,f8:bb:bf:90:a8:f5
26768,22,1,1,-51,656,0.414,608411074.5922229,f8:bb:bf:1e:fa:e6
26769,22,1,1,-52,656,0.415,608411074.591217,f8:bb:bf:1e:fa:e3
26770,22,1,1,-78,656,0.361,608411074.6452061,f8:bb:bf:8d:b9:c1
26771,22,1,1,-78,656,0.386,608411074.620203,80:da:13:72:52:66
26772,22,1,6,-82,656,0.229,608411074.777194,b6:fb:e4:19:90:c
26773,22,1,1,0,656,0.437,608411074.5692849,f8:bb:bf:90:a8:f1
26774,22,1,1,0,656,0.361,608411074.6452341,f8:bb:bf:8d:b9:c3
26775,22,1,1,-59,656,0.436,608411074.570212,f8:bb:bf:90:a8:f9
26776,22,1,1,-79,656,0.424,608411074.582197,80:da:13:72:e8:e3
26777,22,1,1,0,656,0.423,608411074.583228,80:da:13:72:e8:ef
26778,22,1,1,-74,656,0.347,608411081.09802,f8:bb:bf:8d:b9:c1
26779,22,1,6,-74,656,0.22,608411081.225003,b4:fb:e4:29:90:c
26780,22,1,6,0,656,0.176,608411081.269111,28:9e:fc:83:aa:6
26781,22,1,1,0,656,0.395,608411081.050079,82:ce:62:71:b6:a1
26782,22,1,6,-82,656,0.215,608411081.2299789,b6:fb:e4:19:90:c
26783,22,1,1,-74,656,0.347,608411081.098014,f8:bb:bf:8d:b9:c9
26784,22,1,11,0,656,0.092,608411081.353106,d8:f:99:b7:f6:3c
26785,22,1,1,0,656,6.963,608411074.4820579,80:da:13:72:e8:ef
26786,22,1,1,-78,656,6.925,608411074.519997,80:da:13:72:52:66
26787,22,1,1,0,656,0.423,608411081.022074,f8:bb:bf:90:a8:f1
26788,22,1,1,-74,656,0.346,608411081.099009,f8:bb:bf:8d:b9:c3
26789,22,1,1,-51,656,0.4,608411081.045052,f8:bb:bf:1e:fa:e6
26790,22,1,1,-79,656,6.963,608411074.4819859,80:da:13:72:e8:e3
26791,22,1,1,-52,656,0.4,608411081.045042,f8:bb:bf:1e:fa:e3
26792,22,1,6,0,656,0.252,608411081.193122,b8:66:85:53:d3:6
26793,22,1,11,0,656,0.082,608411081.363101,ac:3b:77:f:b8:20
26794,22,1,6,0,656,0.178,608411081.267117,d4:5:98:e:ea:80
26795,22,1,1,0,656,6.976,608411074.469068,f8:bb:bf:90:a8:f3
26796,22,1,6,-85,656,0.267,608411081.177968,3c:17:10:9e:1:16
26797,22,1,11,0,656,0.02,608411081.4250851,76:83:c2:17:fd:92
26798,22,1,1,-52,656,6.954,608411074.491047,f8:bb:bf:1e:fa:e9
26799,22,1,1,0,656,0.423,608411081.022063,f8:bb:bf:90:a8:f5
26800,22,1,1,-52,656,0.4,608411081.0450361,f8:bb:bf:1e:fa:ef
26801,22,1,1,-59,656,0.422,608411081.023031,f8:bb:bf:90:a8:f9
26802,22,1,11,0,656,0.027,608411081.418095,74:83:c2:77:fd:92
26803,22,1,1,-79,656,6.963,608411074.4819909,80:da:13:72:e8:e9
26804,22,1,11,0,656,0.022,608411081.4230901,d8:d7:75:b6:28:8
26805,22,1,1,-74,656,0.347,608411081.098025,f8:bb:bf:8d:b9:c5
26806,22,1,6,0,656,5.648,608411081.269357,28:9e:fc:83:aa:6
26807,22,1,1,0,656,0.364,608411086.553329,f8:bb:bf:90:a8:f3
26808,22,1,6,-74,656,0.265,608411086.652281,b4:fb:e4:29:90:c
26809,22,1,11,0,656,5.564,608411081.353353,d8:f:99:b7:f6:3c
26810,22,1,1,-74,656,0.392,608411086.525297,f8:bb:bf:8d:b9:c5
26811,22,1,6,-82,656,5.686,608411081.231252,b6:fb:e4:19:90:c
26812,22,1,11,-87,656,0.055,608411086.8622401,ac:3b:77:36:ac:ee
26813,22,1,11,0,656,5.498,608411081.419345,74:83:c2:77:fd:92
26814,22,1,1,-80,656,0.416,608411086.501261,80:da:13:72:52:66
26815,22,1,1,-89,656,0.413,608411086.504232,80:da:13:6e:76:83
26816,22,1,11,-80,656,0.064,608411086.853265,76:83:c2:17:fd:92
26817,22,1,1,-74,656,5.819,608411081.098289,f8:bb:bf:8d:b9:c9
26818,22,1,1,-81,656,0.417,608411086.500256,80:da:13:72:52:69
26819,22,1,1,0,656,0.365,608411086.552333,f8:bb:bf:90:a8:f1
