Z_PK,Z_ENT,Z_OPT,ZAUTHORTS,ZBUNDLEIDTS,ZCONTEXTNAMETS,ZPROCESSIDTS,ZTIMESTAMP,ZAUTHOR,ZBUNDLEID,ZCONTEXTNAME,ZPROCESSID,ZQUERYGEN
912,16002,,1.0,2,54.0,3,608509033.934103,,,,,
913,16002,,16.0,2,57.0,3,608599119.593252,,,,,
914,16002,,28.0,2,54.0,3,608599251.590975,,,,,
915,16002,,28.0,2,54.0,3,608599251.663349,,,,,
916,16002,,1.0,2,54.0,3,608599251.752647,,,,,
917,16002,,1.0,2,54.0,3,608599251.960258,,,,,
918,16002,,1.0,2,54.0,3,608606591.633229,,,,,
919,16002,,1.0,2,54.0,3,608606592.08016,,,,,
920,16002,,1.0,2,54.0,3,608614041.992798,,,,,
921,16002,,1.0,2,54.0,3,608614042.496624,,,,,
922,16002,,1.0,2,54.0,3,608632058.280376,,,,,
923,16002,,1.0,2,54.0,3,608632058.673369,,,,,
924,16002,,1.0,2,54.0,3,608691706.9248,,,,,
925,16002,,1.0,2,54.0,3,608691707.309392,,,,,
926,16002,,1.0,2,54.0,3,608698998.481595,,,,,
927,16002,,1.0,2,54.0,3,608698999.10028,,,,,
928,16002,,1.0,2,54.0,3,608706361.966411,,,,,
929,16002,,1.0,2,54.0,3,608706362.391546,,,,,
930,16002,,1.0,2,54.0,3,608716359.924875,,,,,
931,16002,,1.0,2,54.0,3,608716360.568584,,,,,
932,16002,,1.0,2,54.0,3,608738309.595113,,,,,
933,16002,,1.0,2,54.0,3,608738310.103615,,,,,
934,16002,,1.0,2,75.0,3,608744441.370209,,,,,
935,16002,,16.0,2,57.0,3,608744441.433813,,,,,
936,16002,,16.0,2,78.0,3,608744441.512223,,,,,
937,16002,,9.0,2,78.0,3,608744441.564734,,,,,
938,16002,,16.0,2,78.0,3,608744441.707278,,,,,
939,16002,,16.0,2,78.0,3,608744447.862143,,,,,
940,16002,,16.0,2,78.0,3,608744448.207899,,,,,
941,16002,,16.0,2,78.0,3,608744448.229211,,,,,
942,16002,,28.0,2,54.0,3,608744494.03471,,,,,
943,16002,,28.0,2,54.0,3,608744494.062729,,,,,
944,16002,,28.0,2,54.0,3,608744494.362112,,,,,
945,16002,,28.0,2,75.0,3,608744497.176656,,,,,
946,16002,,1.0,2,75.0,3,608744514.730858,,,,,
947,16002,,1.0,2,87.0,3,608745299.205635,,,,,
948,16002,,16.0,2,91.0,3,608745299.288266,,,,,
949,16002,,16.0,2,93.0,3,608745299.335412,,,,,
950,16002,,9.0,2,93.0,3,608745299.375303,,,,,
951,16002,,16.0,2,93.0,3,608745299.451696,,,,,
952,16002,,28.0,2,96.0,3,608745323.963237,,,,,
953,16002,,28.0,2,96.0,3,608745323.987313,,,,,
954,16002,,28.0,2,96.0,3,608745324.232029,,,,,
955,16002,,16.0,2,93.0,3,608745327.8015,,,,,
956,16002,,16.0,2,93.0,3,608745328.105649,,,,,
957,16002,,16.0,2,93.0,3,608745328.126143,,,,,
958,16002,,28.0,2,87.0,3,608745334.837027,,,,,
959,16002,,1.0,2,87.0,3,608745343.521586,,,,,
960,16002,,28.0,2,96.0,3,608748935.706247,,,,,
961,16002,,28.0,2,96.0,3,608748952.910587,,,,,
962,16002,,28.0,2,96.0,3,608748953.329649,,,,,
963,16002,,1.0,2,96.0,3,608748961.002496,,,,,
964,16002,,1.0,2,96.0,3,608748961.39833,,,,,
965,16002,,28.0,2,96.0,3,608748967.15673,,,,,
966,16002,,28.0,2,96.0,3,608748967.302669,,,,,
