ID,timestamp,Keyboard-ID,Process-ID,Status
4475,1587038573.0910273,System,988,1
4476,1587038573.1136281,System,956,1
4477,1587038593.9629483,System,956,0
4478,1587038593.9652443,System,988,0
4479,1587038593.9653962,System,988,0
4480,1587038620.978264,System,988,1
4481,1587038620.9784641,System,988,1
4482,1587038620.978568,System,988,0
4483,1587038620.978681,System,988,0
4484,1587038620.978799,System,988,1
4485,1587038620.97891,System,988,1
4486,1587038621.085939,System,956,1
4487,1587038621.086029,System,956,0
4488,1587038621.0860863,System,956,1
4489,1587038626.2006671,System,988,0
4490,1587038626.200767,System,988,0
4491,1587038626.2008243,System,988,1
4492,1587038626.200882,System,988,1
4493,1587038626.200932,System,988,0
4494,1587038626.200987,System,988,0
4495,1587038626.490868,System,956,0
4496,1587038626.491136,System,956,1
4497,1587038626.491993,System,956,0
4498,1587038671.641715,System,956,1
4499,1587038671.642013,System,988,1
4500,1587038671.642087,System,988,1
4501,1587038678.753853,System,988,0
4502,1587038678.7539592,System,988,0
4503,1587038679.182961,System,956,0
4504,1587038885.8343792,System,956,1
4505,1587038885.8344502,System,956,0
4506,1587038886.0043902,System,1471,1
4507,1587038886.004446,System,1471,1
4508,1587038886.0044723,System,1471,0
4509,1587038886.004496,System,1471,0
4510,1587038891.810033,System,956,1
4511,1587038891.810866,System,956,0
4512,1587038891.811235,System,1476,1
4513,1587038891.811305,System,1476,1
4514,1587038891.81133,System,1476,0
4515,1587038891.8113542,System,1476,0
4516,1587038917.8752182,System,956,1
4517,1587038924.2081532,System,956,0
4518,1587038963.002146,System,1556,1
4519,1587038963.002299,System,1556,1
4520,1587038963.0023842,System,1556,0
4521,1587038963.002461,System,1556,0
4522,1587038963.190186,System,956,1
4523,1587038963.19031,System,956,0
4524,1587039084.724893,System,956,1
4525,1587039084.725042,System,956,0
4526,1587039084.75078,System,1595,1
4527,1587039084.750866,System,1594,1
4528,1587039084.750925,System,1595,1
4529,1587039084.750979,System,1594,1
4530,1587039084.7510343,System,1595,0
4531,1587039084.751203,System,1594,1
4532,1587039084.7513402,System,1595,0
4533,1587039084.751463,System,1594,0
4534,1587039084.7515812,System,1594,0
4535,1587039084.751698,System,1594,0
4536,1587039084.7518783,System,1605,1
4537,1587039084.752005,System,1605,1
4538,1587039084.752058,System,1605,0
4539,1587039084.752104,System,1605,0
4540,1587043585.9188962,System,1711,1
4541,1587043585.91948,System,1711,1
4542,1587043586.108119,System,956,1
4543,1587043985.6090581,System,1711,0
4544,1587043985.609285,System,1711,0
4545,1587043985.683756,System,956,0
4546,1587043995.7394001,System,956,1
4547,1587043996.1563752,System,1711,1
4548,1587043996.1565201,System,1711,1
4549,1587044004.156116,System,1711,0
4550,1587044004.156196,System,1711,0
4551,1587044004.1562343,System,1711,1
4552,1587044004.156271,System,1711,1
4553,1587044004.1563892,System,1711,0
4554,1587044004.1564271,System,1711,0
4555,1587044004.5713992,System,956,0
4556,1587044004.571458,System,956,1
4557,1587044004.571495,System,956,0
4558,1587044037.7299423,System,1711,1
4559,1587044038.1397972,System,956,1
4560,1587044038.139882,System,956,1
4561,1587044038.1700501,System,1714,1
4562,1587044038.1701221,System,1714,1
4563,1587044101.3316722,System,1711,0
4564,1587044101.4567282,System,956,0
4565,1587044101.4567823,System,956,0
4566,1587044140.182971,System,1711,1
4567,1587044140.1831641,System,1711,1
4568,1587044140.1831942,System,1711,0
4569,1587044140.183218,System,1711,0
4570,1587044140.1832402,System,1711,1
4571,1587044140.1832643,System,1711,1
4572,1587044140.183897,System,956,1
4573,1587044140.183928,System,956,0
4574,1587044140.1839523,System,956,1
4575,1587044162.176158,System,1711,0
4576,1587044162.176315,System,1711,0
4577,1587044162.50519,System,956,0
4578,1587044173.547085,System,956,1
4579,1587044173.547147,System,956,0
4580,1587044173.888344,System,1711,1
4581,1587044173.888544,System,1711,1
4582,1587044173.8886652,System,1711,0
4583,1587044173.888948,System,1711,0
4584,1587044229.7295532,System,956,1
4585,1587044229.729588,System,956,0
4586,1587044229.8445683,System,1711,1
4587,1587044229.844619,System,1711,1
4588,1587044229.844645,System,1711,0
4589,1587044229.844669,System,1711,0
4590,1587044239.6280313,System,1711,1
4591,1587044239.628169,System,1711,1
4592,1587044239.642743,System,956,1
4593,1587044322.0958052,System,1711,0
4594,1587044322.0960803,System,1711,0
4595,1587044322.0962112,System,956,0
4596,1587044861.812283,System,956,1
4597,1587044864.4053771,System,1735,1
4598,1587044864.4055011,System,1735,1
4599,1587044875.574904,System,1735,0
4600,1587044875.5750432,System,1735,0
4601,1587044875.666368,System,956,0
4602,1587045217.3216612,System,956,1
4603,1587045217.4046574,System,1735,1
4604,1587045217.4047952,System,1735,1
4605,1587045346.011467,System,1735,0
4606,1587045346.011636,System,1735,0
4607,1587045346.0117311,System,956,0
4608,1587045434.294902,System,956,1
4609,1587045434.295125,System,956,0
4610,1587045434.3247762,System,1735,1
4611,1587045434.3249483,System,1735,1
4612,1587045434.3253732,System,1735,0
4613,1587045434.32552,System,1735,0
4614,1587051205.7003293,System,956,1
4615,1587051209.570209,System,1780,1
4616,1587051209.5702581,System,1780,1
4617,1587051359.713005,System,1780,0
4618,1587051359.713224,System,1780,0
4619,1587051359.7812872,System,956,0
4620,1587051371.205153,System,1780,1
4621,1587051371.205358,System,1780,1
4622,1587051371.205493,System,1780,0
4623,1587051371.205599,System,1780,0
4624,1587051374.466335,System,956,1
4625,1587051374.4665341,System,956,0
4626,1587051382.1633952,System,1780,1
4627,1587051382.163734,System,1780,1
4628,1587051382.163765,System,1780,0
4629,1587051382.1637921,System,1780,0
4630,1587051382.1638172,System,1780,1
4631,1587051382.1638412,System,1780,1
4632,1587051382.1638641,System,1780,0
4633,1587051382.163887,System,1780,0
4634,1587051382.435022,System,956,1
4635,1587051382.4356961,System,956,0
4636,1587051382.4357321,System,956,1
4637,1587051382.435761,System,956,0
4638,1587051444.748642,System,956,1
4639,1587051444.7487102,System,1780,1
4640,1587051444.7487392,System,1780,1
4641,1587051454.755968,System,956,0
4642,1587051454.756216,System,1780,0
4643,1587051454.7563171,System,1780,0
4644,1587051485.585268,System,956,1
4645,1587051487.6848462,System,1780,1
4646,1587051487.685069,System,1780,1
4647,1587051500.0453732,System,956,0
4648,1587051502.1089292,System,1780,0
4649,1587051502.1097121,System,1780,0
4650,1587051502.109929,System,1780,1
4651,1587051502.110014,System,1780,1
4652,1587051642.6548052,System,956,1
4653,1587051642.6552472,System,956,0
4654,1587051642.6553092,System,956,1
4655,1587051642.665135,System,1784,1
4656,1587051642.665203,System,1784,1
4657,1587051642.6652412,System,1784,0
4658,1587051642.665276,System,1784,0
4659,1587051642.665311,System,1784,1
4660,1587051642.6653461,System,1784,1
4661,1587051650.792608,System,1784,0
4662,1587051650.792665,System,1784,0
4663,1587051651.015315,System,956,0
4664,1587052817.0223222,System,321,1
4665,1587052817.0225272,System,321,1
4666,1587052817.0226493,System,321,0
4667,1587052817.0227702,System,321,0
4668,1587052817.190372,System,65,1
4669,1587052817.190547,System,65,1
4670,1587052817.190669,System,65,0
4671,1587052918.707837,System,328,1
4672,1587052918.7085052,System,328,1
4673,1587052918.817553,System,65,1
4674,1587052941.41711,System,328,0
4675,1587052941.417327,System,328,0
4676,1587052941.4419022,System,65,0
4677,1587052948.417801,System,65,1
4678,1587052951.0769153,System,328,1
4679,1587052951.077014,System,328,1
4680,1587052964.4451141,System,328,0
4681,1587052964.4453182,System,328,0
4682,1587052964.694212,System,65,0
