mcc,mnc,arfcn
259,2,10564
259,2,10589
259,2,10614
259,2,3016
259,5,10714
259,5,10738
259,5,10762
259,5,3037
260,1,10713
260,1,10737
260,1,10762
260,1,2963
260,1,3030
260,2,10639
260,2,10663
260,2,10688
260,2,3055
260,2,3064
260,3,10564
260,3,10589
260,3,10614
260,3,3077
260,3,3082
260,6,10787
260,6,10812
260,6,10836
260,6,2938
262,1,10812
262,1,10836
262,2,10564
262,2,10588
262,2,10612
262,3,10639
262,3,10663
262,3,10687
262,3,10712
262,3,10713
262,3,10714
262,3,10737
262,3,10738
262,3,10762
262,3,10786
266,1,10613
266,1,10638
268,1,10614
268,1,10638
268,1,2963
268,3,10688
268,3,10713
268,6,10762
268,6,10787
270,1,10588
270,1,10613
270,77,10712
270,99,10639
270,99,10664
272,1,10712
272,1,10737
272,1,10762
272,1,3063
272,2,10564
272,2,10589
272,2,10613
272,2,10787
272,2,2988
272,2,3010
272,3,10637
272,3,10662
272,3,10687
272,3,2962
272,5,10589
272,5,3010
274,1,10563
274,1,3062
274,1,3087
274,11,10737
274,11,2937
274,2,10762
274,2,2962
276,1,10640
276,1,10664
276,1,10688
276,2,10589
276,2,10614
276,2,10788
276,2,10812
276,2,2942
276,3,10714
276,3,10739
276,3,10762
278,1,10812
278,1,10837
278,21,10564
278,21,10589
278,21,10614
278,77,10688
278,77,2937
280,1,10612
280,1,3060
280,10,10662
280,10,10687
280,10,3024
280,20,10738
282,1,10712
282,1,10737
282,1,10762
282,1,3021
282,2,10637
282,2,10662
282,2,10687
282,2,3047
282,4,10587
282,4,10612
283,1,10788
283,1,10813
283,1,10838
283,1,3004
283,10,10713
283,10,10738
283,10,10763
283,10,2958
283,4,3087
283,5,10638
283,5,10663
283,5,10688
283,5,3087
284,1,10712
284,1,10737
284,1,3016
284,1,3038
284,3,10762
284,3,10787
284,3,10812
284,3,10837
284,3,2977
284,3,2981
284,5,10638
284,5,3065
284,5,3087
286,1,10562
286,1,10587
286,1,10612
286,1,10637
286,1,10812
286,1,10813
286,1,10837
286,1,10838
286,1,2997
286,1,3013
286,1,3018
286,2,10663
286,2,10683
286,2,10688
286,2,10713
286,2,10762
286,2,10787
286,2,3050
286,2,3075
286,3,10738
286,3,10763
286,3,10788
286,3,2938
286,3,2963
288,1,2963
288,1,2988
288,2,2937
289,67,10612
289,67,10637
289,67,10662
289,67,10687
289,67,2937
289,67,2962
289,88,10738
289,88,10763
289,88,10788
289,88,3075
290,1,3013
290,1,3038
293,40,10563
293,40,10588
293,40,10613
293,40,2962
293,41,10789
293,41,10814
293,41,3060
293,64,10637
293,70,10712
293,70,10737
293,70,2937
294,1,10713
294,1,10738
294,1,3017
294,3,10637
294,3,10662
294,3,3069
295,1,3063
295,2,10762
295,2,2938
295,5,10614
295,5,10639
297,1,10613
297,1,10638
297,1,3037
297,2,10712
297,2,10737
297,2,10762
297,2,3088
297,3,10788
297,3,10813
297,3,10837
297,3,2951
297,3,2964
302,220,1012
302,220,1037
302,220,1062
302,220,1087
302,220,4412
302,220,4432
302,220,4439
302,220,487
302,220,512
302,220,537
302,220,562
302,220,587
302,220,612
302,220,637
302,220,662
302,220,687
302,270,1987
302,380,4357
302,380,4387
302,490,1613
302,490,1663
302,490,1987
302,500,1962
302,500,1987
302,500,2012
302,500,2037
302,520,1012
302,520,1037
302,520,412
302,520,437
302,610,1012
302,610,1037
302,610,1062
302,610,1087
302,610,4412
302,610,4432
302,610,4439
302,610,487
302,610,512
302,610,537
302,610,562
302,610,587
302,610,612
302,610,637
302,610,662
302,610,687
302,620,4357
302,660,1012
302,660,1037
302,660,4439
302,660,612
302,660,637
302,720,1007
302,720,1012
302,720,1037
302,720,1062
302,720,1087
302,720,412
302,720,4358
302,720,437
302,720,4383
302,720,4439
302,720,462
302,720,487
302,720,587
302,720,612
302,720,637
302,720,687
302,720,9685
302,780,1087
302,780,512
302,780,537
302,780,612
302,880,1087
302,880,662
302,880,687
310,110,4413
310,110,4438
310,110,9888
310,140,1062
310,140,1087
310,180,4434
310,180,9863
310,180,9888
310,20,1007
310,20,1062
310,20,1087
310,20,4413
310,20,462
310,20,587
310,20,612
310,20,637
310,20,9738
310,20,9838
310,260,1539
310,260,1732
310,260,1937
310,260,1962
310,260,1987
310,260,2012
310,260,2037
310,260,2062
310,260,2087
310,260,412
310,260,437
310,260,462
310,260,487
310,260,512
310,260,537
310,260,562
310,260,587
310,260,612
310,260,637
310,260,662
310,260,687
310,260,9662
310,260,9663
310,260,9666
310,260,9687
310,260,9709
310,260,9712
310,260,9713
310,260,9714
310,260,9715
310,260,9737
310,260,9738
310,260,9739
310,260,9761
310,260,9762
310,260,9763
310,260,9765
310,260,9766
310,260,9785
310,260,9787
310,260,9788
310,260,9809
310,260,9811
310,260,9812
310,260,9813
310,260,9814
310,260,9836
310,260,9837
310,260,9838
310,260,9839
310,260,9841
310,260,9843
310,260,9860
310,260,9861
310,260,9862
310,260,9863
310,260,9864
310,260,9868
310,260,9876
310,260,9886
310,260,9887
310,260,9888
310,260,9889
310,260,9890
310,260,9909
310,260,9913
310,260,9932
310,260,9935
310,260,9936
310,260,9937
310,260,9938
310,320,412
310,320,4358
310,320,562
310,320,587
310,320,612
310,410,1007
310,410,1032
310,410,1037
310,410,1062
310,410,1087
310,410,412
310,410,4357
310,410,4358
310,410,4359
310,410,4360
310,410,437
310,410,4381
310,410,4382
310,410,4383
310,410,4384
310,410,4385
310,410,4408
310,410,4412
310,410,4413
310,410,4435
310,410,4436
310,410,4437
310,410,4438
310,410,4457
310,410,462
310,410,487
310,410,512
310,410,537
310,410,562
310,410,587
310,410,612
310,410,637
310,410,662
310,410,687
310,410,9662
310,410,9663
310,410,9688
310,410,9713
310,410,9737
310,410,9766
310,410,9788
310,410,9850
310,410,9855
310,410,9875
310,410,9899
310,450,412
310,450,4362
310,450,4387
310,450,487
310,450,637
310,450,9687
310,450,9737
310,450,9762
310,450,9787
310,450,9812
310,450,9835
310,450,9837
310,450,9856
310,450,9862
310,450,9887
310,450,9912
310,450,9937
310,470,4358
310,470,4383
310,470,512
310,470,562
310,480,612
310,540,1062
310,570,1007
310,570,1037
310,690,487
311,30,4382
311,30,4386
311,320,4438
311,320,587
311,370,1012
311,370,1037
311,370,1062
311,370,1087
311,370,412
311,370,437
311,370,462
311,370,512
311,370,537
311,40,1007
311,40,1062
311,40,412
311,40,437
311,40,4437
311,40,4438
311,40,462
311,40,487
311,40,512
311,40,537
311,40,562
311,40,587
311,40,612
311,40,637
311,40,687
311,530,9687
311,710,412
311,710,437
311,710,462
311,710,587
311,710,637
311,710,687
311,740,4382
311,740,4412
311,740,4413
311,740,4436
311,740,4438
311,80,1887
311,80,437
311,80,4413
311,80,4438
311,80,487
311,80,512
311,80,587
311,80,687
312,220,462
312,220,487
312,220,562
312,480,1007
312,480,1032
312,480,1887
312,480,4437
312,480,487
312,480,512
312,480,612
312,480,9887
330,110,4411
330,110,4436
330,110,587
334,20,1062
334,20,1087
334,20,4413
334,20,4436
334,20,4437
334,20,9715
334,20,9736
334,20,9862
334,3,1007
334,3,1012
334,3,1037
334,3,512
334,3,537
334,3,562
334,3,587
334,3,637
334,3,662
334,3,687
334,50,1007
334,50,1037
334,50,2087
334,50,412
334,50,437
334,50,512
334,50,662
334,50,687
334,90,1007
334,90,1037
334,90,2087
334,90,412
334,90,437
334,90,512
334,90,662
334,90,687
338,180,4429
338,180,487
338,5,10612
338,5,1062
338,5,10637
338,5,1087
338,5,2992
338,5,2997
338,5,2998
338,5,3003
338,5,3022
338,5,3023
338,5,3027
338,5,3037
338,5,4359
338,5,4384
338,5,4433
338,5,4458
338,5,487
338,5,512
338,5,587
338,5,612
338,5,9738
338,5,9763
338,5,9813
338,5,9873
338,5,9888
338,5,9889
338,5,9898
338,5,9913
338,5,9914
338,50,1062
338,50,10712
338,50,10737
338,50,1087
338,50,4358
338,50,4383
340,1,10565
340,1,10589
340,1,10590
340,1,10639
340,1,10663
340,1,10713
340,1,3012
340,2,10664
340,2,10688
340,2,10713
340,2,10738
340,2,2963
340,2,3088
340,20,10565
340,20,10590
340,20,10614
340,20,10786
340,20,10787
340,20,10811
340,20,10812
340,20,10836
340,20,10837
340,20,2963
340,20,3087
340,3,10688
340,8,10638
340,8,10663
342,600,4406
342,600,4427
344,3,562
344,3,587
344,920,4382
344,920,537
346,140,4365
346,140,4390
348,170,4436
348,570,1007
348,570,1032
348,770,9838
348,770,9863
350,0,4357
350,0,4382
352,110,4375
354,860,4377
356,110,4370
356,110,4391
358,110,4363
360,110,4362
360,110,4383
362,51,10787
362,51,10812
362,51,3037
362,69,10612
362,69,4357
362,69,4382
362,78,3062
362,91,10662
362,91,10687
362,91,10737
362,91,10762
362,91,2988
362,91,3037
362,91,4407
362,91,4412
362,91,4437
363,1,10612
363,1,10637
363,1,3057
363,1,3078
363,2,10662
363,2,10687
364,39,1062
364,39,4411
364,39,4429
364,39,4432
364,39,9863
364,39,9888
364,49,4358
364,49,4383
365,840,4413
366,110,4377
368,1,10562
368,1,10613
368,1,2947
368,1,2972
368,1,2997
370,1,3013
370,1,3038
370,1,3063
370,1,3088
370,1,4388
370,2,1062
370,2,1087
370,2,512
370,4,637
370,4,662
372,3,10563
372,3,10588
372,3,10613
372,3,10638
372,3,10763
372,3,10788
372,3,10813
372,3,10838
374,12,412
374,12,437
374,12,4437
374,130,4384
374,130,9912
374,130,9937
376,350,4366
400,1,10788
400,1,10813
400,1,10838
400,1,3070
400,2,10563
400,2,10588
400,2,10613
400,2,10638
400,2,2988
400,2,3013
401,1,10662
401,1,10687
401,1,10712
401,1,10737
401,1,2999
401,1,3002
401,2,10562
401,2,10587
401,2,10612
401,2,10637
401,7,10763
401,7,2937
401,7,2963
401,7,2965
401,77,10763
401,77,10788
401,77,10813
401,77,10838
401,77,2937
401,77,2938
401,77,2943
401,77,2963
401,77,2965
402,11,10562
402,11,10587
402,11,4407
402,11,4432
402,77,4357
402,77,4382
404,1,10832
404,11,10757
404,11,2988
404,12,10832
404,14,10757
404,15,10657
404,15,10732
404,16,10807
404,19,10733
404,19,10757
404,20,10682
404,20,3013
404,22,10682
404,22,10707
404,22,3019
404,24,10832
404,27,10682
404,3,10757
404,30,10757
404,34,10782
404,38,10782
404,43,10707
404,46,10733
404,46,10757
404,49,10657
404,49,10757
404,5,10807
404,51,10732
404,53,10732
404,54,10782
404,55,10782
404,56,10657
404,56,10682
404,57,10782
404,58,10782
404,59,10732
404,60,10657
404,60,10682
404,62,10732
404,64,10782
404,66,10782
404,66,10807
404,68,10782
404,69,10782
404,7,10807
404,70,10782
404,70,10807
404,71,10782
404,72,10782
404,73,10757
404,73,10782
404,74,10732
404,75,10782
404,76,10782
404,77,10782
404,78,10657
404,78,3014
404,80,10782
404,81,10782
404,82,10807
404,84,10707
404,86,10733
404,90,10733
404,94,10732
404,999,10562
405,51,10758
405,54,10758
405,55,10682
405,56,10657
405,66,10657
405,67,10807
405,70,10657
405,751,10732
405,753,10658
405,753,3019
405,755,10732
405,846,10757
410,1,10662
410,1,10687
410,1,3074
410,3,10637
410,3,3012
410,4,10562
410,4,10587
410,4,10712
410,4,2963
410,5,10712
410,5,10737
410,6,10612
410,6,4383
410,7,10662
410,7,10687
410,7,3074
412,1,10563
412,1,10588
412,1,10813
412,1,10838
412,20,10613
412,20,10638
412,40,10713
412,40,10738
412,50,10663
412,50,10688
412,80,10762
412,80,10787
413,1,10562
413,1,10587
413,1,10762
413,2,10788
413,2,10813
413,2,10838
413,5,10613
413,5,10638
413,9,10663
413,9,10687
413,9,10713
413,9,10738
414,1,10637
414,1,10662
414,1,10687
414,1,3062
414,1,3085
414,1,3087
414,5,10712
414,5,10737
414,5,10762
414,5,2987
414,6,10787
414,6,10812
414,6,10837
414,6,3012
415,1,10663
415,1,10688
415,1,2937
415,1,3087
415,3,10613
415,3,10638
415,3,3000
415,3,3025
416,1,10687
416,1,10712
416,1,10737
416,1,10762
416,3,10812
416,3,10837
416,77,10638
416,77,10663
416,77,10788
416,77,3015
416,77,3016
417,1,10663
417,1,10688
417,2,10613
417,2,10638
418,20,10562
418,20,10587
418,20,10712
418,20,10737
418,20,2970
418,20,2995
418,40,10612
418,40,10637
418,40,3008
418,40,3032
418,5,10662
418,5,10687
418,5,10762
418,5,10787
418,5,3088
419,2,10663
419,2,10688
419,2,2948
419,2,2973
419,2,2985
419,3,10562
419,3,3011
419,3,3032
419,4,10813
419,4,10838
419,4,3062
419,4,3087
420,1,10763
420,1,10788
420,1,10813
420,1,10838
420,1,3037
420,1,3058
420,3,10663
420,3,10688
420,3,10713
420,3,2991
420,3,3000
420,4,10562
420,4,10587
420,4,2955
422,2,10662
422,2,10687
422,2,2963
422,2,3005
422,2,3013
422,3,10562
422,3,10587
422,3,10612
422,3,3075
424,2,10562
424,2,10587
424,2,10612
424,2,10637
424,2,10762
424,2,10787
424,2,2937
424,2,2966
424,2,2986
424,2,2991
424,2,3007
424,3,10662
424,3,10687
424,3,2963
425,1,10662
425,1,10687
425,1,3046
425,1,3067
425,1,3088
425,2,10763
425,2,10788
425,2,4413
425,2,4438
425,29,4438
425,3,1012
425,3,1037
425,3,10713
425,3,10738
425,5,10562
425,5,10587
425,6,10612
425,6,10637
425,7,10662
425,7,10687
425,7,3046
425,7,3088
425,8,10763
425,8,10788
425,8,4413
425,8,4438
426,1,10812
426,1,2986
426,1,3007
426,2,10563
426,4,10713
426,4,10738
426,4,2938
427,1,10813
427,1,10838
427,1,3030
427,1,3071
427,2,10663
427,2,10687
427,2,2939
427,2,2963
428,1,10687
428,1,10712
428,1,4367
428,1,4387
428,1,4412
428,6,10762
428,6,10787
428,88,10613
428,88,10637
428,88,10662
428,88,3087
428,99,10563
428,99,10588
428,99,10813
428,99,10838
428,99,2988
429,1,10813
429,1,10838
429,2,10763
429,2,10788
429,2,3059
432,11,10762
432,11,10787
432,11,10812
432,11,3021
432,11,3028
432,11,3046
432,11,3053
432,11,3062
432,11,3087
432,20,10687
432,20,10712
432,20,10737
432,20,2938
432,20,2963
432,35,10612
432,35,10637
432,35,10662
432,35,2963
432,35,2988
432,35,2993
434,4,10562
434,4,10587
434,4,10612
434,4,3082
434,4,3085
434,5,10638
434,5,10663
434,5,10688
434,7,10712
434,7,10737
434,7,10762
434,8,10787
434,8,10812
434,8,10837
434,8,3058
436,1,10787
436,1,10812
436,1,10837
436,2,10787
436,2,10812
436,2,10837
436,2,2937
436,3,10612
436,3,10637
436,3,10712
436,3,3021
436,4,10562
436,4,10587
436,4,10762
436,4,2962
436,4,2973
436,5,10662
436,5,10687
437,1,10663
437,1,10688
437,1,3040
437,5,10613
437,5,10638
437,5,10763
437,5,10788
437,5,2988
437,5,3014
437,9,10563
437,9,10587
437,9,10813
437,9,10837
437,9,2938
437,9,2962
438,2,10562
438,2,10587
438,2,10612
438,2,10712
438,2,10737
438,2,10762
438,2,2998
438,2,3085
440,10,1037
440,10,1062
440,10,10736
440,20,10812
440,20,10837
440,20,3038
450,5,10713
450,5,10737
450,8,10836
452,1,10562
452,1,10587
452,1,10612
452,1,3088
452,2,10788
452,2,10813
452,2,10838
452,2,3003
452,4,10638
452,4,10663
452,4,10688
452,4,10713
452,4,10738
452,4,3038
452,5,10738
452,5,10763
452,5,2964
454,0,10663
454,0,10687
454,0,2987
454,13,10638
454,19,10663
454,19,10687
454,19,2987
454,3,10836
454,3,2962
454,6,10564
454,6,4400
455,0,10612
455,1,10837
455,5,10737
455,5,3087
456,1,10762
456,1,10787
456,1,10812
456,1,10837
456,1,2978
456,6,10637
456,6,3087
456,8,10663
456,8,10688
456,8,10713
456,8,10738
457,1,10612
457,1,10638
457,1,10663
457,1,2937
457,1,2961
457,1,3075
457,1,3076
457,1,3080
457,2,10813
457,2,10838
457,3,10688
457,3,10713
457,3,10738
457,3,10763
457,3,10788
457,8,10562
457,8,10587
460,1,10663
460,1,10688
460,1,10713
460,1,10738
460,1,10763
460,1,10788
460,1,10813
460,1,10836
460,1,10838
460,1,3055
460,1,3058
460,1,3059
460,1,3080
460,1,3083
460,1,3085
460,1,3087
460,1,3088
466,1,10613
466,89,10638
466,89,2962
466,92,10762
466,92,10787
466,92,10812
466,92,3037
466,97,10738
467,5,10562
467,5,10587
467,5,10612
467,5,10637
470,1,10638
470,1,10663
470,2,10688
470,2,10712
470,2,3045
470,3,10588
470,3,10613
470,4,10763
470,4,10788
472,1,10788
472,1,10813
472,1,10838
472,1,2963
472,2,10613
472,2,10638
472,2,10663
472,2,10688
472,2,10713
472,2,3088
502,12,10637
502,12,10662
502,12,3075
502,16,10787
502,16,10812
502,16,10837
502,18,10562
502,18,10587
502,18,10612
502,18,3037
502,19,10712
502,19,10737
502,19,10762
502,19,3012
505,1,10638
505,1,10788
505,1,10813
505,1,4387
505,1,4412
505,1,4436
505,2,10588
505,2,10663
505,2,10688
505,2,10713
505,2,10737
505,2,10763
505,2,3030
505,2,3038
505,2,3046
505,3,10837
505,3,3081
505,3,3085
510,1,10813
510,1,10838
510,1,3013
510,10,10638
510,10,10663
510,10,10688
510,10,2963
510,11,10713
510,11,10738
510,11,10763
510,11,3087
510,89,10563
510,89,10588
510,89,10613
514,1,10638
514,1,10663
514,1,10688
514,2,10562
514,2,10587
514,2,10612
514,2,3087
514,2,4382
514,3,10712
514,3,10737
514,3,10762
514,3,10787
514,3,3021
515,2,10688
515,2,10713
515,2,2988
515,2,3066
515,2,3087
515,3,10562
515,3,10587
515,3,10612
515,3,10662
515,3,2962
515,3,3037
515,3,4362
515,3,4387
520,0,4358
520,0,4383
520,0,4408
520,15,10762
520,15,10788
520,15,10812
520,15,10837
520,18,4433
520,2,4358
520,3,10713
520,3,10737
520,3,10762
520,3,10788
520,3,10812
520,3,10837
520,3,3018
520,3,3037
520,4,10638
520,5,10563
520,5,4433
525,1,10639
525,1,10812
525,1,3088
525,3,10713
525,3,10737
525,5,10563
525,5,10588
525,5,10613
525,5,2947
528,1,10663
528,1,10688
528,1,10713
528,1,10738
528,1,3088
528,11,10663
528,11,10688
528,11,10713
528,11,10738
528,11,3088
528,2,10562
528,2,10587
528,2,10612
528,2,10637
530,1,10564
530,1,10588
530,1,3065
530,1,3086
530,24,10788
530,24,10813
530,24,2988
530,24,3011
530,5,1012
530,5,1037
530,5,1062
530,5,10713
530,5,10738
530,5,10763
537,1,3055
537,2,4363
537,2,4388
537,3,2986
537,3,3009
539,1,2963
539,1,3071
539,88,2937
539,88,2988
540,1,10562
540,1,10587
540,1,4358
540,1,4387
540,2,10662
540,2,10687
541,1,10563
541,1,3017
541,5,10562
541,5,2962
541,5,3050
542,1,10563
542,1,10588
542,1,10613
542,2,10662
542,2,10687
542,2,10712
542,2,2988
542,2,3050
542,2,3075
542,2,3087
543,1,2938
544,110,4357
544,110,4382
545,1,3063
545,1,3088
545,2,2988
546,1,10762
546,1,10787
546,1,10812
546,1,2937
546,1,2962
547,15,2963
547,15,3087
547,20,10636
547,20,10661
547,20,2939
548,1,2940
548,1,2980
548,1,3020
549,0,3061
549,0,3088
549,27,2937
549,27,2962
550,1,3063
550,1,3088
552,1,2987
552,1,3012
552,1,3037
602,1,10612
602,1,10637
602,1,10662
602,1,2988
602,1,3009
602,2,10662
602,2,10687
602,2,10712
602,2,10762
602,2,10787
602,2,10812
602,2,10837
602,2,3062
602,2,3066
602,2,3087
602,3,10687
602,3,10712
602,3,10812
602,3,10837
602,3,2937
602,3,2962
603,1,10562
603,1,10563
603,1,10587
603,1,10588
603,1,10612
603,1,10613
603,1,3070
603,2,10763
603,2,10788
603,2,10813
603,2,2996
603,3,10688
603,3,10713
603,3,10738
603,3,3038
604,0,10712
604,0,10737
604,0,10762
604,0,3087
604,1,10563
604,1,10788
604,1,10813
604,1,10838
604,1,3032
604,2,10637
604,2,10662
604,2,10687
604,2,2956
604,2,2977
605,1,10763
605,1,10788
605,1,10813
605,1,10838
605,1,2959
605,2,10688
605,2,10713
605,2,10738
605,2,3024
605,3,10563
605,3,10588
605,3,10613
605,3,10638
605,3,3050
606,0,10562
606,0,10587
606,0,10612
606,0,3052
606,0,3073
606,0,3087
606,1,10698
606,1,10723
606,1,3027
607,1,10712
607,2,10637
607,2,10662
607,2,10687
607,2,2939
607,4,10562
607,4,10587
607,4,10612
608,1,10612
608,1,10712
608,1,10737
608,1,10762
608,1,3019
608,1,3026
608,2,10788
608,2,10813
608,2,10838
608,2,3060
608,2,3088
608,3,10637
608,3,10662
609,1,10638
609,1,10663
609,1,3000
609,10,10562
609,10,10587
609,10,10612
609,2,10712
609,2,10737
609,2,10762
609,2,3047
610,1,10637
610,1,10663
610,1,10688
610,2,10787
610,2,10812
610,2,10837
610,2,3004
610,3,10587
611,1,10587
611,1,10612
611,1,10637
611,1,3020
611,4,10713
611,4,10738
611,5,10662
611,5,10687
612,2,10712
612,2,10737
612,2,10762
612,2,2950
612,3,10637
612,3,10662
612,3,10687
612,3,3088
612,5,10562
612,5,10587
612,5,10612
612,5,3030
613,1,10563
613,1,10588
613,1,10613
613,1,2964
613,2,10663
613,2,10688
613,2,10713
613,2,3036
613,3,10762
613,3,10787
613,3,10812
614,1,10775
614,2,10639
614,2,10664
614,2,10689
614,2,3075
614,3,10713
614,3,10738
614,4,10562
614,4,10587
614,4,10612
614,4,2953
615,1,10562
615,1,10587
615,1,10612
615,1,10637
615,1,2940
615,3,10787
615,3,10812
615,3,10837
615,3,2961
616,2,10562
616,2,10587
616,2,10612
616,2,2937
616,3,10637
616,3,10662
616,3,10687
616,3,2962
617,1,10662
617,1,10687
617,1,10712
617,1,3087
617,1,3088
617,10,10812
617,10,10837
617,3,10562
617,3,10587
617,3,2938
618,1,10662
618,1,10687
618,1,10712
618,1,3088
618,7,10563
618,7,10588
619,1,10638
619,1,10663
619,1,10688
619,1,3012
619,5,10563
619,5,10713
619,5,10738
619,5,10763
619,7,10787
619,7,10812
619,7,10837
619,7,2965
619,7,2987
620,1,10787
620,1,10812
620,1,10837
620,1,3082
620,2,10562
620,2,10587
620,2,10612
620,2,3043
620,3,10637
