ID,timestamp,Screen
3866,1586974903.502759,9
3867,1586974904.5619903,0
3868,1586974917.701714,9
3869,1586974922.659008,0
3870,1586974969.815742,9
3871,1586974972.646181,0
3872,1586974974.250235,9
3873,1586974978.0876892,0
3874,1586974988.287242,9
3875,1586974994.715776,0
3876,1586975021.278812,9
3877,1586975027.431047,17
3878,1586975029.968164,0
3879,1586975037.196786,9
3880,1586975039.054873,0
3881,1586982377.947207,9
3882,1586982387.9029422,0
3883,1586983964.6317472,9
3884,1586983974.573625,0
3885,1586985557.5460312,9
3886,1586985567.5053003,0
3887,1586988671.7954092,9
3888,1586988672.177267,0
3889,1586988672.923759,9
3890,1586988675.5839062,0
3891,1586988838.6954641,9
3892,1586988848.6344671,0
3893,1586988863.502252,9
3894,1586988867.5386872,15
3895,1586988868.7269912,9
3896,1586988868.90941,2
3897,1586988892.3458292,3
3898,1586988899.8266983,2
3899,1586988901.750504,3
3900,1586988906.9188302,2
3901,1586988909.241218,0
3902,1586998532.196782,9
3903,1586998552.727826,0
3904,1587034046.412642,9
3905,1587034047.726315,0
3906,1587034291.90415,9
3907,1587034302.141993,0
3908,1587037362.4233842,9
3909,1587037372.346522,0
3910,1587037439.903284,9
3911,1587037440.3562832,0
3912,1587037441.1225572,9
3913,1587037451.119265,0
3914,1587037468.3646102,9
3915,1587037470.1185942,15
3916,1587037471.9399202,9
3917,1587037472.1297681,2
3918,1587037547.3568783,3
3919,1587037610.2457442,2
3920,1587037614.2099442,3
3921,1587037642.711802,4
3922,1587037643.6799572,3
3923,1587037689.8960323,2
3924,1587037760.550271,3
3925,1587037901.518888,2
3926,1587037911.6149302,3
3927,1587037912.624859,2
3928,1587037913.539792,3
3929,1587037916.477521,2
3930,1587037917.383882,3
3931,1587037925.1984131,1
3932,1587037999.0139132,3
3933,1587038015.976819,0
3934,1587038016.7040062,3
3935,1587038025.015336,2
3936,1587038057.2390332,3
3937,1587038062.0153232,2
3938,1587038065.53483,3
3939,1587038074.8434882,2
3940,1587038084.191803,3
3941,1587038316.174519,2
3942,1587038318.1183782,3
3943,1587038617.61203,2
3944,1587038619.0600653,3
3945,1587038772.383289,2
3946,1587038782.805288,3
3947,1587038788.8399131,2
3948,1587038789.952797,3
3949,1587038793.3874602,2
3950,1587038794.522488,3
3951,1587038798.160491,2
3952,1587038800.3965302,3
3953,1587038808.051959,2
3954,1587038810.000045,3
3955,1587038816.161458,2
3956,1587038816.857386,3
3957,1587038827.977387,2
3958,1587038832.055725,3
3959,1587038841.056411,2
3960,1587038843.1195831,3
3961,1587038846.218192,2
3962,1587038848.024255,3
3963,1587038857.731024,2
3964,1587038859.021507,3
3965,1587038866.1252,2
3966,1587038867.353188,3
3967,1587038875.4077163,2
3968,1587038876.912221,3
3969,1587038880.9051812,2
3970,1587038882.0436182,3
3971,1587038888.5486922,2
3972,1587038890.0597901,3
3973,1587038894.4632502,2
3974,1587038896.093905,3
3975,1587038903.4233413,2
3976,1587038903.6707191,3
3977,1587038911.7243261,2
3978,1587038913.415277,3
3979,1587038918.2046552,2
3980,1587038920.703627,3
3981,1587038925.361751,2
3982,1587038928.769035,3
3983,1587038932.577693,2
3984,1587038934.2983742,3
3985,1587038942.899386,2
3986,1587038943.8879561,3
3987,1587038945.587485,2
3988,1587038947.456821,3
3989,1587038964.0226402,2
3990,1587038965.619296,3
3991,1587038966.798952,2
3992,1587038969.1557271,3
3993,1587038973.4255033,2
3994,1587039045.934101,3
3995,1587039048.7320042,2
3996,1587039050.388204,3
3997,1587039052.3396502,2
3998,1587039053.6076002,3
3999,1587039054.6401742,2
4000,1587039066.888042,3
4001,1587039070.532777,2
4002,1587039074.7803102,3
4003,1587039075.302056,2
4004,1587039078.6892872,3
4005,1587039081.6764302,2
4006,1587039085.833197,3
4007,1587039089.234087,2
4008,1587039090.7322502,3
4009,1587039093.691185,2
4010,1587039095.068294,3
4011,1587039106.208969,2
4012,1587039116.0610642,3
4013,1587039120.7348452,2
4014,1587039121.032403,3
4015,1587039121.033548,3
4016,1587039121.2012172,3
4017,1587039121.265608,3
4018,1587039121.2697372,3
4019,1587039123.279092,2
4020,1587039127.785329,3
4021,1587039127.786446,3
4022,1587039127.7867422,3
4023,1587039128.455636,2
4024,1587039130.4739192,3
4025,1587039130.632821,2
4026,1587039135.285257,3
4027,1587039136.128611,2
4028,1587039146.098897,5
4029,1587039146.533021,2
4030,1587039362.421628,3
4031,1587039370.4845552,2
4032,1587039381.1881943,3
4033,1587039447.1839743,2
4034,1587039484.512507,4
4035,1587039487.5234752,3
4036,1587039497.859723,2
4037,1587039746.859491,0
4038,1587043510.9943502,9
4039,1587043512.919047,15
4040,1587043514.26545,9
4041,1587043514.349893,2
4042,1587043525.4233272,3
4043,1587043567.2224562,2
4044,1587043573.5893261,3
4045,1587043574.889059,2
4046,1587043579.6421003,3
4047,1587044031.0429032,1
4048,1587044098.9537191,3
4049,1587044200.140079,2
4050,1587044201.021872,3
4051,1587044214.4379292,4
4052,1587044215.858364,3
4053,1587044723.286946,2
4054,1587044750.8491392,3
4055,1587044760.7811322,2
4056,1587044858.3340383,3
4057,1587045071.747281,0
4058,1587045073.087596,3
4059,1587045091.946068,0
4060,1587045092.651938,3
4061,1587045458.07417,2
4062,1587045465.019301,3
4063,1587045468.590218,2
4064,1587045514.692712,0
4065,1587045520.25686,9
4066,1587045528.479855,0
4067,1587050935.6419382,9
4068,1587050936.0182152,0
4069,1587050936.517466,9
4070,1587050946.5512102,0
4071,1587051123.0076551,9
4072,1587051125.504335,0
4073,1587051135.039863,9
4074,1587051138.100092,0
4075,1587051139.039585,9
4076,1587051139.899866,15
4077,1587051140.938725,9
4078,1587051141.237227,2
4079,1587051203.5084221,3
4080,1587051434.184422,2
4081,1587051435.33399,3
4082,1587051496.394607,2
4083,1587051636.953479,3
4084,1587051668.8488092,2
4085,1587051693.152687,1
4086,1587051696.818561,2
4087,1587051743.7983441,3
4088,1587051784.7975411,2
4089,1587051851.1048512,3
4090,1587051887.5228562,2
4091,1587051889.0536141,4
4092,1587051893.9581223,3
4093,1587051924.8249183,2
4094,1587051929.1799693,3
4095,1587052056.5275302,2
4096,1587052550.7072802,1
4097,1587052555.1184642,2
4098,1587052574.1512833,3
4099,1587052680.999403,2
4100,1587052684.077281,19
4101,1587052684.2776122,2
4102,1587052685.900185,3
4103,1587052803.98216,2
4104,1587052805.6479,19
4105,1587052805.6993551,2
4106,1587052806.793301,3
4107,1587052860.2845953,2
4108,1587052861.13878,3
4109,1587052910.682403,2
4110,1587052912.664074,3
4111,1587053021.2917032,2
4112,1587053023.531817,3
4113,1587053056.9683652,2
