item_pid,media_type,title_order,title_order_section,item_artist_pid,item_artist_order,item_artist_order_section,series_name_order,series_name_order_section,album_pid,album_order,album_order_section,album_artist_pid,album_artist_order,album_artist_order_section,composer_pid,composer_order,composer_order_section,genre_id,genre_order,genre_order_section,disc_number,track_number,episode_sort_id,base_location_id,remote_location_id,exclude_from_shuffle,keep_local,keep_local_status,in_my_library,is_compilation,date_added,show_composer,is_music_show,date_downloaded,download_source_container_pid
8877232900939931060,8,806410530512776990,18,3260825957236591546,3921944641,2,0,27,-770933185172204640,806049914685934666,18,-51968094159520643,3921944641,2,3696344148460821947,3182014139476984504,19,8089479700516397825,3991967719,4,1,4,4,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931061,8,4188559734,11,3260825957236591546,3921944641,2,0,27,4919290101276515723,4188745375,11,-51968094159520643,3921944641,2,0,0,27,8089479700516397825,3991967719,4,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931062,8,465712697214863597,17,-8626079660653545326,3898189199,1,0,27,4343242007734395939,4208351891,12,-6034204693431065851,3898189199,1,-4517815329023854081,3785526919,0,450473211600865543,3898659521,1,1,4,4,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931063,8,6033491078689410804,26,-4950255469337111856,3899309347,1,0,27,-8339019300479027927,6033491078689410804,26,-1996483438584872130,3899309347,1,-8050658053820832942,3899395012,1,-5024278388930694182,46568994131859416,15,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931064,8,4054984319,6,-3292246759451321924,4213065139,12,0,27,7515971877573274298,4054189601,6,4991439771102199108,4213065139,12,-414229407204752193,4124023699,9,4414490868835619762,738755989547368010,18,1,5,5,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931065,8,3388219975017225795,20,8377746997830503425,3889608759,1,0,27,-4085407640876751661,3923061148,2,-5889952695185321702,3889608759,1,-1996284635310756738,3889739819,1,-8050334969916582895,3865470566,0,1,8,8,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931066,8,801086385167967074,18,-5311633851135429549,3964981846,3,0,27,4702569837061880944,3832319474921934164,22,-843302685324142334,3830859441477791398,22,1532676548806170325,3168626761,0,2111966536109256348,4076390828,7,1,5,5,100,50,0,-1,0,0,1,0,0,0,608660184.083585,0
8877232900939931067,8,4185693748,11,90959571780392738,503546592335872910,17,0,27,-5961240219523965861,4185698887,11,1967755118930526742,503546592335872910,17,-1782102681753485022,4124923590,9,-8626317066652627889,4076389138,7,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931068,8,4079956546,7,6360423848601748071,4245004641,13,0,27,3335501600286086658,4186536669,11,2542798634269488161,4245004641,13,-4160931394937765666,4245026238,13,2111966536109256348,4076390828,7,1,3,3,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931069,8,4211763386,12,6360423848601748071,4245004641,13,0,27,3335501600286086658,4186536669,11,2542798634269488161,4245004641,13,6866650834141154059,4245042288,13,2111966536109256348,4076390828,7,1,10,10,0,50,0,-1,0,0,0,0,0,0,0.0,0
